title,published_at,content,url,source_name,domain,sub_domain,crawled_at,category,category_method
SwitcH2: offshore ammonia on the Portuguese and Namibian coasts,2026-07-20,Flexible renewable ammonia demonstrator now operational in Minnesota,https://ammoniaenergy.org/articles/switch2-offshore-ammonia-on-the-portuguese-and-namibian-coasts/,Ammonia Energy Association,氨能,氨能源/燃料/产业应用,2026-07-21T16:13:36+00:00,,
AGC Glass Europe adds 2.4 MW battery storage system in France - Energy Storage,2026-07-20,"AGC Glass Europe has integrated a lithium iron phosphate (LFP) battery energy storage system at its glass manufacturing site in Seingbouse, Moselle, France, in partnership with energy company E.ON and storage specialist Storio Energy.
The system has a capacity of 2.4 MW/4.8 MWh. E.ON financed and installed the battery, while Storio Energy manages its economic optimization.
The Seingbouse site already operates renewable energy infrastructure, including solar power plants and systems that recover waste heat and convert it into electricity through organic Rankine cycle (ORC) technology, in partnership with E.ON.
Storio Energy said the battery will allow energy-intensive industrial users to benefit from electricity price volatility by charging from the grid when prices are low and using stored electricity during higher-price evening periods.
The company said the price spread between the cheapest and most expensive electricity hours on France’s wholesale market has increased from EUR 25 ($28.60)/MWh in 2019 to EUR 90/MWh in 2025 and EUR 115/MWh since the start of 2026.
Storio Energy’s energy management system is guaranteed for 15 years and generates additional revenue for AGC Glass Europe by participating in grid balancing mechanisms, including secondary reserve, the capacity mechanism, and the intraday market through the NEBCO block exchange notification system.",https://www.ess-news.com/2026/07/20/agc-glass-europe-adds-2-4-mw-battery-storage-system-in-france/,ESS News,储能,储能项目/应用,2026-07-21T16:13:22+00:00,,
Battery storage powers Japan's shift from FIT to FIP - Energy Storage,2026-07-20,"Green Growth, a Tokyo-based renewable energy developer, has started commercial operation of a battery energy storage system (BESS) co-located with Kagashiya’s high-voltage solar plant in Hita, Oita prefecture.
The project is the first to reach commercial operation under Green Growth’s end-to-end model for battery co-location, which the company first announced in July 2025. The project had previously been targeted for operation in January 2026.
Green Growth said commercial operation began after permitting, grid-connection procedures, and trial operations were completed.
Under the current arrangement, Kagashiya retains ownership of the solar asset while Green Growth manages business planning, project implementation, and ongoing operation and aggregation, according to Green Growth. The company said this separation of ownership and management allows generators without in-house energy expertise to capture more value from their assets.
Green Growth said the project responds to Japan’s shift from its feed-in tariff (FIT) scheme toward feed-in premium (FIP), citing growing curtailment and increased wholesale market volatility as challenges facing renewable energy operators, particularly in Kyushu Electric Power’s service area.
The company said Japan’s curtailment-priority rules are expected to be revised from fiscal 2026 to give FIP generation priority over FIT generation, a change it said would strengthen the case for FIT-to-FIP conversion paired with battery storage.
The battery system has an output of 1,500 kW and a capacity of 4,515 kWh, according to Green Growth. The company said the system will charge during low-price, curtailment-prone daytime hours and discharge during higher-price periods, using an aggregation platform operated by Shizen Connect.
Green Growth said it will act as aggregator for the project, handling generation and price forecasting, trading on the Japan Electric Power Exchange (JEPX) wholesale market, and plan submissions to Japan’s Organization for Cross-regional Coordination of Transmission Operators (OCCTO).
Green Growth said it plans to expand its FIT-to-FIP conversion and battery co-location business, particularly in regions with frequent curtailment, and has additional projects in preparation.
The project comes as Japan winds down its feed-in tariff support for larger solar installations. The government has said
feed-in premium auctions for large-scale solar
will end after fiscal 2026, while continuing FIT support for smaller systems. As first-generation FIT projects near the end of their guaranteed rates, some solar owners have turned to refinancing and other strategies to adapt to a
post-FIT market in Japan",https://www.ess-news.com/2026/07/20/battery-storage-powers-japans-shift-from-fit-to-fip/,ESS News,储能,储能项目/应用,2026-07-21T16:13:28+00:00,,
Germany's Waltrop 900 MW battery project advances to construction - Energy Storage,2026-07-20,"Luxcara, BKW AG, and a group of municipal utilities led by Trianel through T-BESS 1 GmbH & Co. KG are developing the Waltrop Battery Park in North Rhine-Westphalia, Germany. The facility will provide 900 MW of power capacity and at least 1,800 MWh of storage capacity.
The shareholders have approved the project’s next implementation phase, including associated substation and infrastructure works, the developers said. Key equipment packages have already been ordered, and preparatory site works have been underway for several months.
Luxcara holds 520 MW of the project’s capacity, BKW AG holds 300 MW, and T-BESS 1 holds 80 MW, according to the release. Each shareholder will deliver and implement its battery energy storage system independently.
“We invest in infrastructure that enables the next stage of the energy transition,” said Philip Sander, managing partner at Luxcara. “The Waltrop Battery Park combines proven technology, large-scale deployment, an excellent location, and a strong consortium of partners.”
Sven Becker, a spokesperson for Trianel’s management,
that regulatory uncertainty in recent months had now been resolved. Trianel pointed to the Bundesnetzagentur’s confirmation that an exemption from network charges for advanced-stage storage projects will remain in place as an important signal, following the granting of final permits for the substation and battery systems in May.
The next major construction phase is scheduled to begin in fall 2026, with commissioning expected in the third quarter of 2028.
The project was first announced in June 2025, when
Luxcara acquired a 520 MW/1,040 MWh
portion of the site, and BKW confirmed a 300 MW/600 MWh share of its own. The battery park cleared a key regulatory hurdle in May 2026, when it secured all necessary
permits for the substation and battery systems",https://www.ess-news.com/2026/07/20/germanys-waltrop-900-mw-battery-project-advances-to-construction/,ESS News,储能,储能项目/应用,2026-07-21T16:13:24+00:00,,
"Naturgy to build 290 MW solar, 180 MW/360 MWh battery project in Australia - Energy Storage",2026-07-20,"Naturgy, through its international subsidiary Global Power Generation (GPG), said it will invest more than AUD 490 million to develop a 290 MW (330 MWp) solar farm and 180 MW/360 MWh BESS in Queensland’s Fraser Coast region.
Fraser Coast solar-plus-battery project
is being built on a 555-hectare site near the township of Brooweena. The PV power plant will feature approximately 600,000 solar panels alongside a battery energy storage system sized at 180 MW and 360 MWh.
Naturgy said the Fraser Coast facility is set to become a benchmark project in the Australian market due to its size and hybrid configuration. The company operates in Australia through GPG, which is 25% owned by the Kuwait Investment Authority.
“The plant will integrate PV generation and storage capacity, a combination that will bring greater flexibility to the electricity system and will contribute to optimizing the management of the renewable energy generated,” the company said, adding that
hybrid projects
such as Fraser Coast are set to play an “increasingly important” role “in a market marked by price volatility and grid restrictions.”
The project is Naturgy’s largest yet in Australia and its second hybrid solar and battery storage project in the country, following on from the
Cunderdin complex
in Western Australia. Inaugurated in April 2025, the large-scale solar-hybrid power plant was Naturgy’s first hybridization project globally.
Having committed the funding, Naturgy said construction of the Fraser Coast project will now commence with the facility expected to be fully operational in 2028. Once completed, the plant is expected to generate approximately 380 GWh of renewable energy each year.
The project is supported by a 10-year power purchase agreement (PPA) and while Naturgy company did not disclose the off-taker, it did say the deal will provide long-term revenue visibility for the project.
The investment announcement follows a period of active capacity growth for Naturgy in Australia.
The energy giant last month
commissioned
the 260 MW Glenellen Solar Farm in New South Wales and the 96 MW Bundaberg Solar Farm in Queensland. Both projects have long-term PPAs in place with telecommunications provider Telstra, which will buy 100% of Bundaberg’s output and 50% of Glenellen’s electricity.
Naturgy’s operational portfolio in Australia now includes 10 assets with a combined capacity of 1.3 GW, including solar, wind and storage projects in Queensland, New South Wales, Western Australia, and the Australian Capital Territory. The company also has a 2 GW pipeline of projects in development across the country.",https://www.ess-news.com/2026/07/20/naturgy-to-build-290-mw-solar-180-mw-360-mwh-battery-project-in-australia/,ESS News,储能,储能项目/应用,2026-07-21T16:13:26+00:00,,
Spain awards €165 million for 2 GW pumped storage projects - Energy Storage,2026-07-20,"Spain’s Ministry for the Ecological Transition and the Demographic Challenge (MITECO), through the Institute for Energy Diversification and Saving (IDAE), has awarded €165 million in funding to seven innovative pumped storage projects under the second call of the BORALMAC program.
The selected projects will add 2.071 GW of installed generation capacity and 21.091 GWh of storage capacity across Andalusia, Asturias, Aragon, Extremadura, Catalonia, and Galicia. The government increased the original €90 million budget by €75 million due to strong demand for funding.
Six of the seven projects involve new reversible hydropower plants, while the remaining project in Extremadura will use existing hydropower infrastructure to increase storage capacity through pumped hydro.
The funding follows the first BORALMAC call, which awarded €100 million to four projects with a combined storage capacity of slightly more than 2 GWh.
IDAE evaluated projects based on economic viability, technical readiness, and their contribution to the energy transition. Criteria included the ability to integrate variable renewable generation, strengthen grid resilience, support regions affected by demographic challenges or just transition processes, contribute to European and domestic supply chains, and deliver technological innovation.
IDAE said it may provide advance payments for the awarded funding, subject to guarantees, to support project financing during development.",https://www.ess-news.com/2026/07/20/spain-awards-e165-million-for-2-gw-pumped-storage-projects/,ESS News,储能,储能项目/应用,2026-07-21T16:13:18+00:00,,
Sungrow delivers storage for Scandinavia's largest battery project - Energy Storage,2026-07-20,"Sungrow has supplied its PowerTitan 2.0 storage solution for a 70 MW/160 MWh battery project in Ånge, Sweden, developed by Delta Capacity. The companies describe it as the largest battery storage project in Scandinavia.
RES sold the ready-to-build project to Delta Capacity in February 2025, according to RES’s own release at the time. According to Centrica Energy’s April 2026 release announcing an optimization agreement for the project, Delta Capacity and WOOD & Company Renewables Sub-Fund jointly own the asset through project company Ånge Storage Solutions AB, and Centrica will provide round-the-clock trading and route-to-market services for the plant.
Sweden’s previous record-holder – a 211 MW/211 MWh, 14-site portfolio that Swedish officials called the
largest energy storage investment in the Nordics
when it went online in October 2024 – shows how quickly the country’s top project has changed hands. RES, which sold Ånge to Delta Capacity, also developed an earlier
Swedish battery project
later acquired by Axpo in Landskrona in 2023.
Samer Nameer, Sungrow Europe’s country manager for Sweden, said the Ånge project shows how utility-scale storage can be delivered quickly, at the right scale, and with the right partners, adding that Sungrow aims to be a long-term partner in expanding Sweden’s renewable energy capacity.
Patrik Hes, CEO of Delta Capacity, said Scandinavia’s energy transition requires infrastructure that can keep pace, pointing to the 160 MWh delivered at Ånge in 15 months from the start of procurement to commercial operation. He said Delta Capacity intends to keep building, faster and at greater scale.
Sweden and Finland together added more than 1 GWh of new battery storage capacity in 2025, according to SolarPower Europe. Battery storage in Sweden can take part in several balancing and reserve markets, but must be prequalified and meet market-specific requirements, according to grid operator Svenska kraftnät.
Sungrow Europe operates more than 25 local offices, two R&D centers, and 26 warehouses across the continent. The company said it had installed more than 1,000 GW of power electronic inverters worldwide as of December 2025.",https://www.ess-news.com/2026/07/20/sungrow-delivers-storage-for-scandinavias-largest-battery-project/,ESS News,储能,储能项目/应用,2026-07-21T16:13:20+00:00,,
Florida AG asks court to erase Tesla's $243M Autopilot crash verdict,2026-07-20,"Fred Lambert
| Jul 20 2026 - 7:20 am PT
Florida Attorney General James Uthmeier is asking a federal appeals court to wipe out the $243 million verdict a Miami jury handed Tesla over a fatal Autopilot crash.
The attorneys general of Alabama and Georgia joined the July 9 brief, which asks the 11th Circuit to throw out the judgment entirely — or, failing that, cut the $200 million punitive award down to three times compensatory damages.
The brief’s conclusion leaves no ambiguity about what Florida wants: “The Court should reverse and direct entry of judgment for Tesla or vacate and remand for a new trial. But should the Court affirm the district court on liability, the Court should reverse the district court’s grant of punitive damages or, at minimum, reduce the punitive damages to three times the net compensatory damages.”
The states’ core argument is that excessive punitive damages deter innovation that benefits society, and that the trial court failed to apply Florida’s statutory 3:1 cap on punitive damages.
The verdict they’re targeting came in August 2025, when a Miami federal jury found Tesla
33% liable in the fatal Autopilot crash
— roughly $43 million of about $129 million in compensatory damages, plus $200 million in punitive damages assessed against Tesla alone.
The crash happened on April 25, 2019, in Key Largo. George McGee was driving a 2019 Model S with Autopilot engaged when he dropped his phone and bent down to retrieve it. The car ran a stop sign and a flashing red light at roughly 62 mph and struck a parked Chevrolet Tahoe. Naibel Benavides Leon, 22, was killed. Her boyfriend, Dillon Angulo, was severely injured.
U.S. District Judge Beth Bloom
upheld the judgment on February 20
, ruling that the trial evidence “more than supported” what the jury found and that Tesla had raised no new arguments. Tesla appealed to the 11th Circuit, where the case is now docketed as No. 26-10858.
It’s worth remembering how Tesla conducted itself in this case. In October 2025, the trial judge
sanctioned Tesla for “willful” and “deliberate” violations
after an independent researcher recovered crash data that Tesla had told the plaintiffs did not exist.
State attorneys general file amicus briefs on punitive damages routinely, and the presence of Alabama and Georgia gives this one the shape of an ordinary multi-state filing.
But it lands in an uncomfortable context for Uthmeier.
Tampa Bay Times investigation published July 7
documented three separate cases in which Uthmeier’s fundraising committee took $25,000 donations from people or companies involved in civil litigation — and his office then intervened on their behalf, in two cases by writing amicus briefs. The donations preceded the interventions by days or weeks.
Roughly three weeks before the Tesla brief was filed, Uthmeier’s committee accepted $25,000 from a political committee tied to the Southern Group, one of the lobbying firms representing Tesla in Tallahassee. State disclosure records show the firm recently began lobbying for Tesla specifically on liability for advanced driver-assistance systems.
That timing was first reported by investigative journalist Jason Garcia at
Seeking Rents
, who was careful to note the limits of what it proves: the Southern Group has a long client list, and there’s no way to establish the donation was tied to Tesla.
Uthmeier was never elected to the job. He was appointed by Gov. Ron DeSantis — his former boss, having served as DeSantis’s chief of staff — after Ashley Moody was given the Senate seat Marco Rubio vacated. He’s now running for a full term and has raised more than $10 million.
DeSantis is a known political ally of Elon Musk, Tesla CEO, and one of the largest Republican political donors.
Even if the 11th Circuit leaves the verdict intact, Tesla has a second front open in Tallahassee.
Senate Bill 1616
, filed by Sen. Tom Leek (R-Ormond Beach), would have created a new statute limiting the liability of advanced driving system manufacturers and authorizing punitive damages only in narrow circumstances. It incorporated arguments that overlap with what Uthmeier’s office just told the 11th Circuit.
The bill died in the Judiciary Committee on March 13. But Leek is tentatively in line to become Senate president after the 2030 elections, and the measure can be refiled next session.
We’ve been tracking Tesla’s legal exposure as it compounds — the company is now facing
up to $14.5 billion in lawsuits
, and NHTSA has escalated its visibility probe to an engineering analysis covering
3.2 million vehicles
, one step from a forced FSD recall.
What makes the Benavides verdict matter isn’t the dollar figure. It’s that a jury got to see internal Tesla evidence, weigh how the company marketed Autopilot against what the system actually did, and assign punitive damages for it. That is the mechanism by which a company that has spent a decade
overselling its driver-assistance systems
finally faces a cost for it.
Capping punitives at 3x compensatory would substantially defang that mechanism. So would SB 1616. The “excessive damages deter innovation” argument has a real academic pedigree, and we’re not going to pretend otherwise — but applying it here, to a company a judge sanctioned for withholding crash data, is a strange hill to pick.
The donation timing is suggestive and nothing more. Garcia said so himself, and we agree. The stronger story is the pattern: an appointed attorney general with a documented habit of putting the state’s lawyers behind donors’ civil disputes, now doing it for the most politically connected carmaker in the country. Musk spent at least $10 million backing DeSantis’s 2024 presidential run — a campaign Uthmeier managed for a stretch. Nobody in this arrangement is a stranger to anyone else.
Whether the 11th Circuit cares is a separate question. Appeals courts are not especially moved by amicus briefs, and Tesla’s own filings are doing the heavy lifting here. But if the punitive award survives, expect SB 1616 to be back.
The facts are: everyone agrees that the driver bears most of the responsibility, but the driver believed that Autopilot would prevent the fatal crash, and therefore thought he could be on his phone. He thought that because of Tesla’s own marketing and communications around Autopilot. In the court case, Tesla lied and misled the plaintiffs and the authorities to avoid sharing critical crash data. After being found 33% responsible, Tesla filed and lost an appeal with literally no new argument.
If you’re a Tesla owner, powering your EV with home solar is one of the smartest ways to lock in low fuel costs. With electricity rates climbing nearly 10% last year, home solar protects you against future rate increases. And with lease and PPA options, you can go solar with zero upfront cost and start saving immediately. If you want to find the best deal, check out
. It’s a free service with hundreds of pre-vetted installers competing for your business, so you save 20 to 30% compared to going it alone. No sales calls until you pick an installer.
Get your free quotes here
Subscribe to Electrek on YouTube for exclusive videos
and subscribe to the
Fred is the Editor in Chief and Main Writer at Electrek.
Through Zalkon.com, you can check out Fred’s portfolio and get monthly green stock investment ideas.
Get an edge on MMA with the best stats
EnergySage helps you get the best price possible on a home solar installation for free and without hassel.",https://electrek.co/2026/07/20/florida-ag-tesla-243m-autopilot-verdict/,Electrek,电池,EV,2026-07-21T15:42:27+00:00,,
Order up: Janus Electric set to convert 67 diesel trucks to battery-swap EVs,2026-07-20,"| Jul 20 2026 - 7:15 am PT
Australian conversion experts Janus Electric are celebrating a series of orders that will see the company convert 67 Class 8 heavy-duty freight and drayage trucks from diesels to advanced, battery-swap electric vehicles.
The Janus conversions will be supported by Electric Vehicle Choice (EVC), an approved hybrid and zero-emission truck and bus voucher incentive project (
) dealer and commercial electric-vehicle solutions provider.
When the HVIP voucher is combined with the Port of Los Angeles’ “Plus” support
customers can received up to $166,000 per truck conversion
“These orders (will) significantly broaden our US customer base and the decision of these operators to adopt the Janus conversion and battery-swap platform provides important customer validation,” explains Ben Hutt, CEO & Managing Director at Janus. “Our focus is now on scaling production and converting this order book into delivered vehicles and long-term recurring revenue.”
The orders were placed by Golden State Express, WEHACO, Tradelink Transport, and King Fio Trucking, and also includes 77 swappable battery packs and four additional “Janus Charge & Change” battery swap stations.
The company has 112 conversion orders underway in North America to 112: 87 in the US,
and the remaining 25 in Canada
Janus claims the 25 trucks it’s converted in Australia have already completed more than 3,500 battery swaps, equating to nearly 1,130,000 kWh of total energy use across more than 600,000 km (~372,000 miles) driven.
That’s the kind of real-world mileage that major manufacturers crow about in their alt-fuel programs
, making Janus Electric’s claims that its battery-swap conversion is ready for prime time seem pretty credible.
“The industry doesn’t need more pilots or promises,” reads the copy on the company’s website. “Janus was built in the workshop, tested on highways, and refined under real pressure. For fleets that can’t pause operations or bet the business on a multi-year R&D cycle.”
In other words, Janus understands that there’s sustainability (the kind where you need air to breathe and a planet to live on), and there’s sustainability (the kind where you get to stay in business). With their HD diesel-to-electric conversion package, Janus believes it will be able to help truck fleets deliver on both.
The Janus Electric retrofits repower trucks carry a 480 hp electric motor drawing power from a standard 310 kWh battery pack, with up to two battery packs (one on each side) of the truck. In practice, that gives the Janus trucks up to 370 miles of range. The company claims the batteries can be swapped in about four minutes.
You might notice that four minutes is significantly less time than it takes to fill up a tank of diesel. Or natural gas. Or hydrogen. Or …
If you’re considering going solar, it’s always a good idea to get quotes from a few installers. To make sure you find a trusted, reliable solar installer near you that offers competitive pricing, check out
, a free service that makes it easy for you to go solar. It has hundreds of pre-vetted solar installers competing for your business, ensuring you get high-quality solutions and save 20-30% compared to going it alone. Plus, it’s free to use, and you won’t get sales calls until you select an installer and share your phone number with them.
Your personalized solar quotes are easy to compare online and you’ll get access to unbiased Energy Advisors to help you every step of the way.
Get started here
Subscribe to Electrek on YouTube for exclusive videos
and subscribe to the
I’ve been involved in the electric vehicle transition in one way or another since 1997, and have covered the industry as a journalist since 2008. You can catch more of my work on Quick Charge and The Heavy Equipment Podcast.
NOTE: any opinions expressed here are solely my own and do not necessarily reflect those of the State of Illinois or its agencies. Nothing here should be interpreted as official policy, legal guidance, or an endorsement.
Find a reliable home solar and battery installer and save 20-30% compared to going it alone.
Qmerit makes electrification easy — connecting you with trusted pros who get it done right.",https://electrek.co/2026/07/20/order-up-janus-electric-set-to-convert-67-diesel-trucks-to-battery-swap-evs/,Electrek,电池,EV,2026-07-21T15:42:29+00:00,,
"Tesla remote operator crashed a 'Robotaxi' in Houston, NHTSA data shows",2026-07-20,"Fred Lambert
| Jul 20 2026 - 6:15 am PT
Tesla has filed four new “Robotaxi” crash reports with NHTSA, and the most revealing one involves a Tesla remote operator driving the vehicle into a tree stump in Houston.
It’s the third crash Tesla has now reported involving a human operating the car remotely caused the collision — and the first one Tesla has formally coded as remote operation in its filing.
The incident, report 13781-15395, happened in May in Houston. According to Tesla’s own narrative, the Model Y “was stopped on a dead end residential road” when it needed help getting out.
“While the ADS was being supported remotely out of the dead end road, the vehicle entered a grassy slope,” Tesla wrote. “As the remote assistance operator continued to recover the vehicle, they made contact with a hidden tree stump.”
The damage was minor — property damage only, no injuries, no airbag deployment, no tow, and a pre-crash speed of 2 mph. Tesla listed the Driver/Operator Type as “Remote (Commercial / Test),” the first time it has done so in any of its 22 unique ADS incident reports.
Every other Tesla report either leaves that field blank or lists an in-vehicle operator. Tesla is now telling the federal government, in a structured data field, that a person sitting somewhere else was driving the car when it crashed.
The Houston crash follows two others that only became public when Tesla
unredacted all 17 of its crash narratives in May
In July 2025, a safety monitor requested support because the ADS wouldn’t proceed forward. The teleoperator took control, accelerated, turned left, and drove the car up a curb into a metal fence at 8 mph. In January 2026, a safety monitor asked for navigational help, a teleoperator took over, and drove into a temporary construction barricade at 9 mph.
All three follow the same pattern: the autonomous system gets stuck, a human takes over remotely, and the human crashes the car. Tesla doesn’t disclose how often remote operators intervene, so there’s no way to calculate a rate — but every remote intervention that has appeared in a crash report ended in a collision.
That pattern is notable because Tesla’s main competitor draws the line differently. In a February 2026 letter to Senator Ed Markey, Waymo wrote that it “has not used remote driving or ‘tele-operations’ where a human performs the Dynamic Driving Task.” Its remote assistance agents don’t directly control, steer, or drive the vehicle — they provide guidance the Waymo Driver can accept or reject.
Waymo does have one narrow exception, and it’s worth stating plainly because it describes almost exactly the Houston scenario. The same letter says a specially trained US-based event response agent can prompt a stuck vehicle to move forward at 2 mph at fixed steering angles to exit a travel lane. Waymo says that function “has never been used outside of training.”
So both companies have a remote tool for getting a stuck car unstuck. Waymo built one it has never deployed on a public road, capped at fixed steering angles.
The other three reports in this batch of reporting from mid May to mid June:
Austin, June, report 13781-15342:
The Model Y stopped behind an SUV in a parking lot. The SUV reversed into the front of the Tesla. This is the only one of the four filed as a 5-Day report rather than a monthly, and the only one where the Tesla was towed. One passenger was aboard, belted. Worth noting: Tesla’s narrative says the Model Y “came to a stop,” but the structured data field in the same filing lists the Tesla’s pre-crash movement as “Backing.” Tesla’s own report contradicts itself on whether its car was reversing.
Interestingly, it sounds like the robotaxi might have tried to avoid the backing vehicle.
Dallas, May, report 13781-15399:
The Tesla turned right into a parking lot entrance at 5 mph and drove into “a thin metal chain that was blocking the entrance.” No passenger. It’s the first crash Tesla has reported in Dallas — and it’s a repeat. In September 2025, an Austin Model Y made a turn into a parking lot entrance and hit a metal chain at 6 mph. Same object, same maneuver, eight months apart.
Austin, May, report 13781-15400:
The Tesla followed a construction truck through a section of street narrowed by parked cars, coded by Tesla as a work zone. The truck stopped abruptly, then reversed into the Tesla’s front right. No passenger.
Two of the four were caused by the other party.
None of this context existed publicly until three months ago. Tesla was the only ADS operator filing crash reports under NHTSA’s
Standing General Order
that redacted every narrative as confidential business information, while Waymo, Zoox, Avride, and May Mobility all filed detailed accounts. Tesla argued it would “suffer financial harm” if the data became public.
The company reversed course in the May data dump. As we wrote at the time, the disclosure largely vindicated Tesla on the fault question — most of its crashes were rear-endings and sideswipes by inattentive human drivers, the same pattern Waymo reports.
But the same disclosure is what makes this batch legible. Without the narratives, “Tesla ADS crashes into pole/tree at 2 mph in Houston” reads like a minor scrape. With them, it reads as a Tesla employee crashing a Tesla remotely, which highlights the complexity of using remote operators in autonomous driving operations.
The Houston number matters here. Per Robotaxi Tracker data cited in our
June analysis of Tesla’s crash record
, Tesla had just three active vehicles in Houston and seven in Dallas — cities that
launched in April with tiny geofences
and have barely moved since. Austin, with roughly 16 active cars, produced two crashes in this batch. Houston and Dallas produced one each off a fraction of the vehicles.
We’ve been consistent on this: the crash count alone never told the story, and we said repeatedly that we suspected most of these crashes weren’t Tesla’s fault. The unredacted data proved that. Credit where it’s due — Tesla stopping the redactions was the right call, and it made its own safety record look better, not worse.
But the same transparency cuts the other way, and the Houston crash is where it bites. Tesla is running three cars in Houston. Three. And about a month after launching there, one of them had to be rescued from a dead-end street by a remote operator who then drove it into a tree stump. That’s not a story about impact severity — nothing was damaged beyond a bumper. It’s a story about how often these cars need a human to bail them out, and how badly that goes when it happens.
Teleoperation is the part of the autonomy stack nobody wants to talk about. Waymo has been careful about where it draws the line — its remote staff advise rather than drive, and the one recovery tool it built for stuck vehicles is capped at 2 mph with fixed steering and, by its own account, has never been used on a public road. That caution exists because remote driving over a cellular link means latency, limited situational awareness, and no physical feel for the vehicle. Tesla’s filings show its operators taking the wheel instead.
It highlights why Tesla’s robotaxi has yet to use higher-speed routes without in-car supervision. There’s still a lot of work to do before Tesla’s unsupervised robotaxi and FSD can achieve scale.
If you’re a Tesla owner, powering your EV with home solar is one of the smartest ways to lock in low fuel costs. With electricity rates climbing nearly 10% last year, home solar protects you against future rate increases. And with lease and PPA options, you can go solar with zero upfront cost and start saving immediately. If you want to find the best deal, check out
. It’s a free service with hundreds of pre-vetted installers competing for your business, so you save 20 to 30% compared to going it alone. No sales calls until you pick an installer.
Get your free quotes here
Subscribe to Electrek on YouTube for exclusive videos
and subscribe to the
Fred is the Editor in Chief and Main Writer at Electrek.
Through Zalkon.com, you can check out Fred’s portfolio and get monthly green stock investment ideas.
Get an edge on MMA with the best stats
EnergySage helps you get the best price possible on a home solar installation for free and without hassel.",https://electrek.co/2026/07/20/tesla-robotaxi-remote-operator-crash-houston/,Electrek,电池,EV,2026-07-21T15:42:31+00:00,,
