title,published_at,content,url,source_name,domain,sub_domain,crawled_at
"J&T Express to deploy 5,000 CATL battery-swapping e-trucks - electrive.com",2026-07-02,"CATL has opened 2,000 battery-swapping stations for its Choco SEB system, which serves electric passenger cars and light electric commercial vehicles. The Chinese battery manufacturer has also secured J&T Express as a major new customer for its Qiji Energy battery-swapping system for heavy-duty electric trucks.
Archive image
Just days after CATL, in collaboration with Octopus Energy,
announced a battery-swapping system for heavy-duty electric trucks in Europe
, the group has demonstrated significant progress in battery swapping within its home market. Following CATL’s
report at the turn of the year
of 1,020 battery-swap stations for passenger cars and light commercial vehicles in China, the company has now reached the milestone of 2,000 such facilities for its system known as Choco SEB. CATL has also reaffirmed its target of expanding to 3,000 locations across 190 cities in China by the end of the year.
To recap: in December 2024, CATL
introduced two standardised battery packs
as part of its Choco SEB system. These are available in two fixed sizes: the 20#-Pack is designed for small electric vehicles with a wheelbase between 2.2 and 2.3 metres, while the 25#-Pack is intended for vehicles with a wheelbase of up to 2.9 metres. Later, the 35#-Pack for light electric trucks was added, which has recently been deployed in a dedicated project in the Greater Bay Area around Guangdong, Hong Kong, and Macau.
SEB stands for ‘Swapping Electric Blocks,’ and the name Choco is inspired by the appearance of a chocolate bar with its individual blocks.
CATL is also reporting progress with its Qiji Energy battery-swapping system for heavy-duty electric trucks. At the turn of 2025/26, the network comprised 305 battery-swapping stations, with no more recent figures available so far.
CATL has now secured a major new customer for the system in J&T Express. The Indonesia-based logistics and parcel delivery provider has a strong presence in the Chinese market and plans to deploy the battery-swapping solution in its operations.
J&T Express and CATL have agreed that CATL will supply a full package of swappable batteries, battery-swapping station equipment, and operation and maintenance services for more than 5,000 heavy-duty electric trucks. At the battery-swapping stations, the trucks are expected to receive a fully charged battery within three to five minutes.
The partners also plan to cooperate on the development of logistics hubs. Under the agreement, J&T Express will procure battery-electric forklifts from CATL, along with stationary battery energy storage systems designed to manage peak loads and bridge demand gaps.
(passenger car stations),
(J&T Express)
about „J&T Express to deploy 5,000 CATL battery-swapping e-trucks“",https://www.electrive.com/2026/07/02/jt-express-to-deploy-5000-catl-battery-swapping-e-trucks/,electrive,电池,电气化交通工具,2026-07-02T16:04:07+00:00
"Global Li demand to soar as critical minerals trade at crossroads, says UN report – Batteries International",2026-07-02,"Lithium, News
Global Li demand to soar as critical minerals trade at crossroads, says UN report
–  July 2, 2026 03:56 pm BST
Global demand for lithium is set to rise by more than 340% by 2040 as the global transition to clean energy technologies increases pressure on critical mineral supply chains, according to a new UN report.
Clean technologies are also expected to account for a larger share of demand, with their share of lithium demand projected to rise from 62% in 2024 to 87% in 2040, the UN Conference on Trade and Development (UNCTAD) said in a report released on June 11.
Meanwhile, critical minerals trade is at a crossroads — and can support export revenues, investment and structural transformation in developing countries or reinforce extractive patterns and fragment markets into competing blocs, the report said.
Graphite demand is projected to increase by 131% over the period and the report points to the need to diversify supply sources, improve market transparency and strengthen international cooperation to help support open, stable, secure, transparent, rules-based and sustainable trade.
UNCTAD said the supply of critical energy transition minerals remains concentrated across reserves, mining, processing and refining, with this concentration especially acute in processing and refining.
In 2025, the Democratic Republic of the Congo accounted for 74% of global cobalt mine production, Indonesia for 67% of global nickel mine production and China for 69% of rare earth mine production.
China also dominates refining for rare earths, lithium and cobalt, while Indonesia accounts for 43% of global nickel refining capacity.
Diversifying processing capacity, promoting recycling and strengthening domestic value chains will take time, the report warned. It will also require long-term investment and coordinated policy support.
Meanwhile, governments are increasingly using trade policy to secure access to critical minerals, strengthen industrial competitiveness and build more resilient supply chains.
Since 2020, nearly 100 new export measures have been introduced on critical energy transition minerals, according to UNCTAD. These include 37 licensing requirements, 31 export taxes, 29 export bans and one export quota. The Democratic Republic of the Congo has introduced the highest number of measures, followed by China and Indonesia.
However, critical mineral partnerships are expanding quickly to help reshape supply chains, often by combining trade, industrial and investment policy tools.
UNCTAD said stronger international cooperation and greater policy coherence are essential and trade policy must support both the development needs of critical-mineral-rich developing countries and the global transition to a low-carbon, digital economy.
Photo: UNCTAD calculations based on data from the IEA, Critical Minerals Outlook 2025",https://www.batteriesinternational.com/news/global-li-demand-to-soar-as-critical-minerals-trade-at-crossroads-says-un-report/,Batteries International,电池,无,2026-07-02T16:04:18+00:00
Eku enters German market with 1.6GWh BESS project – Batteries International,2026-07-02,"Energy Storage, News
Eku enters German market with 1.6GWh BESS project
–  July 2, 2026 03:52 pm BST
Artist’s impression of the Dion BESS
UK-headquartered Eku Energy has entered the German energy storage market by acquiring a 1.6GWh BESS under development in Lower Saxony.
Eku said on June 30 the Dion BESS will provide black-start capability through a direct connection to the transmission grid, boosting energy security in the region by supporting faster and more reliable grid recovery during outages.
Dion’s commissioning is planned for the end of 2029. The project’s developer, NION, will remain responsible for further project development up to the ready-to-build stage, while Eku will have strategic leadership across development, design and technology.
Eku will also work with Fluence, a long-standing LiFePO4 supply partner, through the project’s development.
Eku said it plans to build a long-term project pipeline in Germany with the opening of an office in the country next year.
Eku is jointly owned by the British Columbia Investment Management Corporation, one of Canada’s largest institutional investors, and a fund managed by Macquarie Asset Management, one of the world’s largest asset managers with A$722 billion ($500 billion) in assets under management.
The company already has more than 25GWh of projects in delivery across Australia, Japan, New Zealand, the UK and Italy.
Eku’s CFO Erin Lee said: “In our multi-use projects, we combine long-term offtake agreements with the participation of our battery assets in power exchange markets. This expertise in contracts and storage technology delivers greater revenue resilience and visibility for our projects.”",https://www.batteriesinternational.com/news/eku-enters-german-market-with-1-6gwh-bess-project/,Batteries International,电池,无,2026-07-02T16:04:20+00:00
China smelters 'under pressure' over sluggish lead battery demand – Batteries International,2026-07-02,"China smelters ‘under pressure’ over sluggish lead battery demand
–  July 2, 2026 03:48 pm BST
Some refined lead and alloy smelters in China have cut or halted production as domestic secondary lead smelters face increasing cost pressures, according to analysis published on June 30.
Lead acid battery end use consumption remains sluggish, with weak purchasing demand for lead ingots and lead alloys, according to data published by the Shanghai Metals Market (SMM).
SMM said secondary refined lead production rose slightly by 2.2% month-on-month but dropped sharply by over 31% from the 2026 peak of 282,000 tonnes in January.
The industry’s production centre shifted lower continuously in the second quarter and SMM said its weekly operating rate for secondary lead across four provinces hovered in the range of 28.4%–29.7% throughout the month, staying well below the normal reasonable range for a prolonged period.
in June 2025 that secondary lead smelters in China were in “dire straits” following a fall in raw material stocks and operating activities.
The situation comes despite the commissioning of new secondary smelting capacity in the country in 2025, as
earlier this year by the Lisbon-based International Lead and Zinc Study Group (ILZSG).
ILZSG also said Chinese net imports of lead contained in lead concentrates increased by just over 14% to 1,243kt in 2025, while net imports of refined lead metal amounted to 52kt compared to 126kt in 2024.",https://www.batteriesinternational.com/news/china-smelters-under-pressure-over-sluggish-lead-battery-demand/,Batteries International,电池,无,2026-07-02T16:04:21+00:00
"CATL, auto giants in global sustainable battery consortium – Batteries International",2026-07-02,"News, Recycling
CATL, auto giants in global sustainable battery consortium
–  July 2, 2026 03:45 pm BST
Chinese battery giant CATL and global circular economy charity, the Ellen MacArthur Foundation, are heading up an international consortium backing initiatives for sustainability in battery design and business investment.
CATL and Ellen MacArthur announced on June 29 they had launched two new initiatives together with BMW, Renault, Volvo, Google and Chinese multinational Xiaomi.
The consortium will promote sustainable design guidelines for the entire battery lifecycle, and support measures to accelerate policy, investment and commercial conditions needed to make circular business models the industry norm.
The initiatives were announced during London Climate Action Week as part of CATL’s Global Energy Circularity Commitment — a collaborative initiative with the Ellen MacArthur Foundation.
CATL said common design standards and business models that keep materials in productive use for longer are as important as increased recycling capacity for the future of the battery sector.
In a related move, at Octopus Energy’s Energy Tech Summit in London on June 22, CATL and Octopus Energy announced what they said was Europe’s first battery-swapping joint venture, targeting 300,000 electric trucks and 30 hubs across Europe by 2035, with the first UK hubs scheduled to open in 2027.
Octopus Energy Group founder and CEO Greg Jackson said: “By designing batteries to be swapped, optimised, shared and reused thousands of times, we can squeeze every drop of value out of the materials we already have, rather than digging up more.”
In July 2025, CATL
plans to “decouple” 50% of new battery production from the use of primary raw materials within 20 years.",https://www.batteriesinternational.com/news/catl-auto-giants-in-global-sustainable-battery-consortium/,Batteries International,电池,无,2026-07-02T16:04:23+00:00
India ‘set for 30-fold rise’ in C&I energy storage in six years – Batteries International,2026-07-02,"Energy Storage, Lead, Lithium, News, Other Chemistries
India ‘set for 30-fold rise’ in C&I energy storage in six years
–  July 2, 2026 03:42 pm BST
Industrial battery checking
The overall capacity of commercial and industrial (C&I) multi-chemistry energy storage systems in India is set to increase 30-fold over the next six years, according to a new study.
Cumulative ESS installations in the sector are projected to increase from less than 1GWh in 2025 to 23GWh-31GWh by 2032, according to one scenario in the study to be unveiled by the India Energy Storage Alliance (IESA) and Customized Energy Solutions during the India Energy Storage Week starting on July 8 in New Delhi.
India Stationary Storage Market for C&I Applications: Insights Till 2032
— attributes the expansion to a variety of reasons including increasing use of renewable energy systems, growing demand for cost optimisation and decarbonisation goals.
Battery technologies covered by the study include lead acid, advanced lead, lithium ion, VRFBs, sodium ion, and pumped hydro storage systems.
Analysis focuses on LFP, NMC, vanadium redox flow, and sodium ion chemistries. LFP batteries dominate current installations, while vanadium redox flow and sodium ion chemistries are emerging chemistries for long-duration energy storage.
The study also explores the shift from backup systems to application-driven energy storage solutions tailored for open access renewable energy projects, diesel generator replacements and rooftop solar integration.
The study details two scenarios for growth. The rapid adoption scenario anticipates C&I installations reaching 31GWh, assuming an 18% renewable energy compound annual growth rate driven by policy reforms and falling battery costs.
The business-as-usual path projects C&I storage reaching 22GWh-23GWh by 2032, assuming a 5%-6% annual load growth and a 15% renewable energy compound annual growth rate.
Debmalya Sen, IESA president, said India’s energy storage market was at a moment of transition. He said that the sector was transitioning from backup and peak shaving to an asset for energy optimisation, resilience, and decarbonisation.
Vinayak Walimbe, MD of Customized Energy Solutions, said that with regulatory clarity, business models, and storage technologies, consumers are taking decisions that drive cost savings and boost sustainability.
The study comes just months after separate analysis
IESA said this January BESS capacity nationwide was expected to rise to 5GWh in 2026 from 507MWh in 2025, mainly due to a huge backlog of projects finally coming online.
Photo: Pexels/Heru Dharma",https://www.batteriesinternational.com/news/india-set-for-30-fold-rise-in-ci-energy-storage-in-six-years/,Batteries International,电池,无,2026-07-02T16:04:25+00:00
EU slaps anti-dumping duties on imports of battery raw material – Batteries International,2026-07-02,"Lithium, News
EU slaps anti-dumping duties on imports of battery raw material
–  July 2, 2026 03:31 pm BST
BDO an essential precursor for products including EVs, Li batteries
The European Commission has imposed definitive anti-dumping duties on imports of 1,4-Butanediol (BDO) from China, Saudi Arabia and the US.
BDO, produced in Germany, the Netherlands and Italy, is an essential precursor for many important products including electric and hybrid vehicles and lithium batteries.
Provisional anti-dumping duties were imposed on the three countries named last February. On June 24, the Commission’s Directorate-General for Trade and Economic Security announced definitive duties ranging from 105.6% to 113.7% for China, 52.4% for Saudi Arabia, and from 135.7% to 142.5% for the US.
The imposition of duties follows an investigation, launched in June 2025, which found that imports of BDO from the three countries investigated were entering the EU at dumped prices ― harming the bloc’s own BDO-producing nations.
According to the Commission, the investigation showed that the losses to industry in the EU were deemed so high as to represent a major threat to its existence in the short term.
In 2024, the European Union imported BDO to the value of €140 million ($160 million) from the three countries investigated.",https://www.batteriesinternational.com/news/eu-slaps-anti-dumping-duties-on-imports-of-battery-raw-material/,Batteries International,电池,无,2026-07-02T16:04:26+00:00
"Physical pressure key to longer lasting EV batteries, say researchers – Batteries International",2026-07-02,"Lithium, News
Physical pressure key to longer lasting EV batteries, say researchers
–  July 2, 2026 03:27 pm BST
Keeping lithium ion EV batteries under constant physical pressure could double their lifespan, according to initial findings of a study led by the University of Cambridge.
However, the researchers said in a paper released on June 30, that too much or too little pressure can cause the batteries to fail.
The pressure needs to be just right and in the ‘Goldilocks zone’ — referencing the British fairy-tale character who enters the home of three bears and declares the smallest bowl of porridge she tries to be “just right”.
Such gains are unheard of in battery development, where tweaks to battery composition usually result in gains of 5%-10%, according to Michael De Volder of the university’s Department of Engineering.
De Volder co-led the research team that built a custom device to keep the pressure on the battery in the ‘Goldilocks zone’, without the need for any specialised chemistry.
The device squeezes pouch cell batteries using pneumatic ‘bellows’ — small air-filled cushions that act like a self-adjusting clamp. The bellows maintain a continuous pressure, while a sensor monitors tiny volume changes as the battery charges and discharges.
They found that the pressure from the bellows needed to be in the ‘Goldilocks zone’, defined as about 12.5 bar, or roughly four times what is standard in conventional coin cell batteries. Outside this zone, the batteries failed faster. If the pressure was too high, it could cause lithium plating to form on the anode, and too little could cause the cathode to crack.
Lithium ion batteries, at their most basic level, are composed of an anode, a cathode and an electrolyte, De Volder said. As the battery goes through each charge and discharge cycle, lithium ions shuttle from the anode to cathode and back again. This causes the battery to physically expand and contract, almost like breathing.
“Batteries don’t tend to like this cycle of stress and release. Much of the work on improving lithium ion batteries is done by chemists and physicists, but as a mechanical engineer, I also wanted to look into the role that mechanics play.”
De Volder said researchers found that keeping the pressure on batteries relatively constant throughout each charge and discharge cycle is much better for the overall lifetime of the battery.
“If you press too hard, the anode is unhappy. If you don’t press hard enough, the cathode starts degrading. Our experiments identified where the ‘happy place’ is for batteries when it comes to pressure.”
De Volder said his team used commercial batteries and tested them for their lifetime under different pressures, without changing anything about their electrolyte or electrode composition.
Extending the lifetime of EV batteries would not only reduce the rate at which they end up in landfill or recycling but would also reduce the environmental pressures associated with nickel or cobalt mining.
De Volder said the results, while early stage, could have important implications for the fast-growing EV market, especially in second-hand sales.
In addition, longer-lasting EV batteries could reduce the volume of raw materials that need to be mined, often in extremely poor conditions, to produce new batteries.
The technology has been tested at a laboratory scale but will need to be scaled up for commercial battery applications. A patent has been filed by Cambridge Enterprise, the university’s innovation arm.
The research was supported in part by the European Research Council, the Faraday Institution and the Engineering and Physical Sciences Research Council, part of UK Research and Innovation.",https://www.batteriesinternational.com/news/physical-pressure-key-to-longer-lasting-ev-batteries-say-researchers/,Batteries International,电池,无,2026-07-02T16:04:28+00:00
SiliconJoule adviser Parke appointed operations director – Batteries International,2026-07-02,"News, People
SiliconJoule adviser Parke appointed operations director
–  July 2, 2026 03:21 pm BST
Bipolar lead battery developer SiliconJoule has appointed Jon Parke as operations director.
Parke, who has been a strategic adviser to the company for the past two years, will now join full time to help scale battery assembly and wafer-processing operations, SiliconJoule said on June 22.
Parke’s appointment comes as SiliconJoule advances commercialisation of its battery technology following the launch of its flagship GC2+ product.
The company is expanding operations, workforce, and production capabilities to meet growing demand from customers and partners worldwide.
CEO Ray Kubis said: “Having benefited from Jon’s expertise as an adviser over the last two years, we are excited to welcome him to the team in this expanded capacity.
“With more than 25 years of manufacturing and operations leadership experience at industry-leading organisations, including Johnson Controls (now Clarios), Freyr Battery, and Valence Technology, Jon brings the expertise and vision needed to accelerate our operational growth and strengthen partnerships around the world.”
Gridtential Energy rebranded to Silicon Joule last March. The company also
it was relocating its pilot operations and battery design from California to the Midwest US.
Photo: SiliconJoule",https://www.batteriesinternational.com/news/siliconjoule-adviser-parke-appointed-operations-director/,Batteries International,电池,无,2026-07-02T16:04:30+00:00
"Yuasa, Panasonic announce lead battery price hikes – Batteries International",2026-07-02,"Yuasa, Panasonic announce lead battery price hikes
–  July 2, 2026 03:18 pm BST
GS Yuasa and Panasonic are to increase prices of replacement lead acid batteries for cars in Japan starting in August 2026.
Yuasa said on June 19 it was raising prices by a minimum of 20% — just weeks after announcing an increase of at least 10% for certain lead acid traction batteries, related parts and EV chargers sold in the Japanese market.
Yuasa said prices will be raised on all models of replacement automotive lead acid batteries for cars, motorcycles and cyclic batteries.
Yuasa cited rising costs of raw materials, energy, logistics and labour, in addition to “ongoing uncertainty in global affairs”, which the firm said suggested the high procurement costs for raw materials will likely persist.
The group said the August price increases are despite continuous efforts to streamline production and reduce costs.
“We have determined that, despite our corporate efforts, including securing raw materials, it is difficult to maintain previous prices,” Yuasa said.
Panasonic blamed its increase, announced on June 23, on persistently high component prices for automotive lead acid batteries and rising energy and logistics costs due to soaring crude oil prices.
Instability in the Middle East was also cited, with Panasonic saying prices of resins and tin had surged, making the outlook uncertain.
a similar price hike three years ago for lead and lithium ion batteries and other products sold in Japan because of increased raw material costs.",https://www.batteriesinternational.com/news/yuasa-panasonic-announce-lead-battery-price-hikes/,Batteries International,电池,无,2026-07-02T16:04:31+00:00
