title,published_at,content,content_status,content_issue,content_extraction,url,source_name,domain,sub_domain,crawled_at,industry_primary_path,industry_top_level,industry_leaf,industry_classifications,industry_classification_status,industry_classified_at,industry_classifier_model,industry_taxonomy_version,industry_classification_error
Nio launches first fifth-generation battery swap stations - electrive.com,2026-08-14,"Infrastructure
Nio has opened its first fifth-generation battery swap stations in China. The new stations allow Firefly models to use the swap network for the first time. At the same time, Nio has passed the milestone of 4,000 battery swap stations in its home market.
Nio's battery swap network has now completed more than 120 million battery swaps.
Image: Nio
Nio has opened its first fifth-generation battery swap stations in Beijing, Shanghai, Guangzhou, Suzhou, Hefei, Chengdu and Quanzhou. The station at Qiaoxiang Gymnasium in Quanzhou is both the first fifth-generation site and Nio’s 4,000th battery swap station in China.
At the heart of the new generation is a swap platform developed in-house by Nio. According to the company, the system adjusts its configuration in real time and locates each vehicle’s battery mounting points precisely. It supports vehicles with wheelbases of up to 3.5 metres, covering models from small cars to large SUVs.
For the first time, vehicles from all three of Nio’s brands – Nio, Onvo and Firefly – can use the same battery swap network. This brings battery swapping to Firefly models for the first time: the roughly four-metre-long electric compact car could not use previous-generation stations because of its shorter wheelbase.
Nio Surpasses 120 Million Battery Swaps
The launch of the new stations coincides with another milestone: Nio completed its 120-millionth battery swap on 7 August. The company had only passed the 100-million mark in early February, meaning it completed another 20 million swaps in around six months.
Nio continues to expand its network. As of 7 August, the company operated 4,006 battery swap stations in China, alongside 5,160 charging stations with a total of 29,801 charging points. Of the swap stations, 1,049 are located along motorways and connect nine north-south and eleven east-west routes as well as 16 major metropolitan areas, according to Nio. The network now covers more than 550 cities.
In urban areas, Nio says 80.1% of its users have at least one battery swap station within three kilometres of their home or workplace.
For now, Nio is focusing the expansion of its battery swap network on its home market in China. The company recently slowed its international expansion and
does not plan to add further battery swap or proprietary charging stations in Europe for the time being
. Instead, it is focusing on partnerships and a less capital-intensive business model. Nio also does not expect to introduce new vehicles based on its 900-volt NT3 platform in Europe before late 2027 or early 2028.
As a result, Nio’s European battery swap network is likely to remain at its current size for the foreseeable future, while the company continues to expand the concept in China. The fifth-generation stations also broaden the network’s reach by allowing models from all three group brands to use the same infrastructure.
0 Comments
about „Nio launches first fifth-generation battery swap stations“
Also read
Heart Aerospace completes maiden flight of electric aircraft demonstrator X1
Automobile
Leapmotor A05 to challenge Geely E2
Automobile
France introduces incentive scheme for used EVs",full,,dom_or_structured_full_text,https://www.electrive.com/2026/08/14/nio-launches-first-fifth-generation-battery-swap-stations/,electrive,电池,电气化交通工具,2026-08-14T22:23:19+00:00,,,,,error,,glm-5.2,2026-08-14,Z.AI returned an empty text response
Neptune Energy advances Altmark lithium project - electrive.com,2026-08-14,"Neptune Energy is preparing to start lithium production in Germany's Altmark region in 2030. In the second pilot phase, the Hanover-based company and Fraunhofer IEG are now testing different adsorbent materials for future industrial-scale lithium extraction.
Inside the direct lithium extraction pilot plant.
Image: Neptune Energy
After evaluating various direct lithium extraction (DLE) technologies, Neptune Energy is now working with the Fraunhofer Institute for Energy Infrastructures and Geothermal Systems IEG to refine a suitable adsorption process. The ALE (Altmark Lithium Extraction) project aims to extract lithium precursors from deep thermal water in Germany’s Altmark region.
With the project
, Neptune Energy aims to support the domestic supply of critical raw materials. The company plans to gradually start commercial lithium production from 2030 and reach up to 25,000 tonnes of lithium carbonate equivalent (LCE) per year during the 2030s. According to Neptune Energy, that would provide enough lithium for the batteries of around 500,000 electric vehicles annually.
Northern Saxony-Anhalt hosts one of the world’s largest lithium resources associated with a specific project, with proven resources of 43 million tonnes of lithium carbonate equivalent. The lithium is dissolved in thermal water at depths of 3,000 to 4,000 metres and contained in the rock’s fine pore spaces. Neptune Energy plans to bring the thermal water to the surface through wells and extract the lithium using DLE technology.
“During Pilot Phase I last year, we investigated various DLE technologies available worldwide to assess their suitability for the conditions in the Altmark region. Following tests using ion-exchange and adsorption processes, adsorption technology proved to be the most promising for the conditions in the Altmark region. We now intend to further develop this process in collaboration with Fraunhofer IEG,” explained Joachim Sluet, Midstream Manager and head of pilot projects at Neptune Energy.
In the second pilot phase, Neptune Energy and Fraunhofer IEG will test and evaluate different adsorbent materials over the coming months using a DLE pilot plant developed by the institute. The adsorbents selectively bind lithium ions from the thermal water. The lithium is then separated from the material again, resulting in a highly concentrated lithium chloride solution.
“This can be processed in further steps to produce battery-grade lithium carbonate or lithium hydroxide monohydrate – the raw material for the European battery and electric mobility industry,” the project initiators state.
For the first test phase, Neptune Energy selected Evonik Catalysts to supply the adsorbent material, which the company says showed high performance and stability in preliminary tests. Evonik is also supporting the pilot programme with on-site process and application expertise.
The pilot plant can process up to 1,000 litres of thermal water per day and extracts the lithium in an oxygen-free environment. It operates three adsorbent columns simultaneously, allowing the adsorption and desorption of lithium ions to take place almost simultaneously, according to the project team.
“The DLE pilot plant developed in collaboration with Fraunhofer IEG is providing us with important insights into selecting the optimal adsorbent material for the brine from the Altmark region. This brings us another step closer to industrial-scale lithium production from the Altmark region,” added Dr Axel Wenke, Director of New Energy & Business Development.
Neptune Energy’s core business is oil and gas production, but the company has been expanding into other areas, including domestic lithium production. According to Neptune Energy, its operations and those of its predecessor companies span more than 135 years. One of those companies, Erdöl Erdgas Gommern, began producing natural gas in the Altmark region in 1969 and was later acquired by Neptune Energy.
0 Comments
about „Neptune Energy advances Altmark lithium project“
Also read
TU Graz develops guidelines for repairable EV batteries
Fraunhofer’s X-ray system reveals the inner workings of battery cells
GM and LGES ramp up cell production in Ohio again",full,,dom_or_structured_full_text,https://www.electrive.com/2026/08/14/neptune-energy-advances-altmark-lithium-project/,electrive,电池,电气化交通工具,2026-08-14T22:23:21+00:00,,,,,error,,glm-5.2,2026-08-14,Z.AI returned an empty text response
TU Graz develops guidelines for repairable EV batteries - electrive.com,2026-08-14,"Researchers at TU Graz have developed design guidelines to make traction batteries safer and easier to repair and recycle. Their analysis shows that repair-friendly designs can pay off economically and environmentally if only 8% of the battery cells are reused.
Symbolic image: The battery of a Porsche Cayenne.
Image: Porsche
A research team led by Graz University of Technology (TU Graz) has compared three battery pack designs to determine how their construction affects safety, repairability and sustainability. The first reflects a common approach using bonded housings and thermally conductive pastes. While such designs have advantages in production, even limited damage can mean replacing the entire battery pack.
The researchers compared this with two designs intended to make repairs easier. One combines replaceable housing covers with heat dissipation pads, while the other uses an electrically insulating oil for liquid cooling and a screwed and sealed housing. The latter allows the battery to be dismantled and individual cells to be replaced.
The work was carried out as part of the E-Track research project and aims to address the lack of standardised designs for traction batteries.
The cells themselves are particularly important when it comes to whether repairs make sense. They account for around 75% of a battery pack’s total mass and are also its biggest cost factor. According to the project’s life-cycle analysis, a repair-friendly design already pays off if 8% of the cells can be reused after an accident. Easier disassembly also makes it simpler to recover materials for recycling.
“Without uniform design standards, emergency services often face major challenges in an emergency because the structure and behaviour of battery systems are difficult to assess. At the same time, we lose valuable resources if batteries cannot be repaired or fully recycled,” said Markus Fasching, project manager at TU Graz’s Vehicle Safety Institute. “Our work shows that safety, efficiency and recyclability can be improved together through well thought-out design.”
E-Track also looked at how damaged cells can be identified before they cause problems. The team developed diagnostic methods combining electrochemical impedance spectroscopy with virtual multiphysics models. The approach can detect internal damage such as micro-shorts, which may otherwise cause a battery fire at a later stage.
Although the project focused primarily on batteries for electric two-wheelers, its methods and simulation approaches are also applicable to larger vehicles, including cars and lorries. The researchers say the results could provide a basis for future industry standards and potentially regulatory frameworks.
0 Comments
about „TU Graz develops guidelines for repairable EV batteries“
Also read
Neptune Energy advances Altmark lithium project
Fraunhofer’s X-ray system reveals the inner workings of battery cells
GM and LGES ramp up cell production in Ohio again",full,,dom_or_structured_full_text,https://www.electrive.com/2026/08/14/tu-graz-develops-guidelines-for-repairable-ev-batteries/,electrive,电池,电气化交通工具,2026-08-14T22:23:22+00:00,,,,,error,,glm-5.2,2026-08-14,Z.AI JSON response has no results array
Schneider Electric launches multi-chemistry battery UPS – Batteries International,2026-08-14,"French multinational Schneider Electric has unveiled a next-generation UPS system that runs on VRLA or lithium ion batteries — and is designed to also support future battery chemistries. Schneider announced the launch of its APC Smart-UPS on August 10 as the industry’s “first monolithic multi-chemistry UPS” for distributed IT and edge environments. The UPS allows the use of VRLA batteries today as a cost-effective option, while customers can move to longer-lasting Li ion when ready — and can then adapt to new battery chemistries as Schneider introduces compatible battery packs. This latest model offers up to 3x the base runtime, up to 1.4x more power density and up to 57% more outlets, while helping reduce power loss by up to 40%, Schneider claims. The platform supports up to 10 external battery packs for extended runtime. Genuine APC batteries maximise the performance and lifespan of the UPS. All have been tested for compatibility and are backed by warranty coverage — in addition to being shipped “factory fresh”, with validated runtime data and support for authorised recycling programmes. The latest APC debuts with the ‘SRTD On-Line’ 2.2kVA and 3kVA series, designed for servers and networking equipment in medical, light industrial, and IT white space applications. Additional capacity models will follow. “Customers shouldn’t have to choose between investing in backup power today and being ready for what comes next,” said Manish Kumar, EVP for secure power and data centres. Last January, Vivek Abrol was appointed MD and CEO of Schneider’s India-based subsidiary, Luminous Power Technologies, succeeding Preeti Bajaj — who moved to lead the global home solutions division of Schneider. The post Schneider Electric launches multi-chemistry battery UPS appeared first on Batteries International .",full,,rss_full_content,https://www.batteriesinternational.com/news/schneider-electric-launches-multi-chemistry-battery-ups/,Batteries International,电池,无,2026-08-14T22:23:34+00:00,,,,,error,,glm-5.2,2026-08-14,Z.AI returned an empty text response
EU ‘sidelining sustainability in scramble for battery materials’ – Batteries International,2026-08-14,"Lithium, News, Other Chemistries, Recycling
Read Later
Mining in the DRC. New study says ecological need for reducing demand is 'politically unthinkable'
The European Union is sidelining sustainability principles in the race to secure materials vital to the battery industry, new analysis has claimed.
A study published on August 13, by Germany’s Helmholtz Centre for Environmental Research (UFZ), said security of supply is now taking precedence over sufficiency in raw materials policy.
EU policy continues to focus on securing supplies — ensuring the availability of minerals and metals rather than reducing consumption, the study said.
The study comes after EU environmental policy supremo, Eric Mamer, acknowledged Europe still had work to do in supporting the circular economy — and
the lead battery industry’s near 99% recycling record as a good example of a functioning circular economy business model.
Now UFZ is urging scientists to work more closely with political decision-makers to keep sustainability issues in focus, amid geopolitical tensions and increasing demand for raw materials.
According to UFZ’s study, researchers working at the intersection of ecology, economics, and politics have been warning for some time of the ecological and geopolitical risks posed by rising demand for raw materials.
UFZ’s research team, led by PhD student Theresa Herdlitschka, examined more than 180 publicly available strategy and position papers, press releases and fact sheets published between 2000 and 2024 by key players from politics, industry, academia and NGOs as part of the debate on the future of raw materials.
“By tracing the entire course of the debate, we were able to see which events and interpretations had the greatest influence within the various groups,” Herdlitschka said.
The study found that in the early 2000s, ‘corporate competitiveness’ was initially the dominant narrative in raw materials policy. After the 2007/2008 financial crisis and 2015 Paris Climate Agreement, the narrative of the EU as a ‘pioneer in global environmental protection’ emerged.
In the wake of the Covid-19 pandemic, the war in Ukraine and the energy crisis, this was followed by the narrative of ‘strategic autonomy’.
“Alternative ideas such as sufficiency or reducing demand have continually been sidelined”, Herdlitschka said.
“Even in a context where reducing demand is ecologically necessary, this remains politically unthinkable because the prevailing narrative portrays the problem primarily as a lack of security of supply and competitiveness.”
Herdlitschka said studies on reducing overall raw material consumption or proposals for the prudent use of critical minerals and metals have been proposed by a small group who “failed to get their positions accepted”.
“Demand for raw materials will continue to rise as the geopolitical situation remains tense,” Herdlitschka said.
Scientists now need to work even more closely at the interface between science and policy by engaging directly with political decision-makers — including using the concept of the circular economy and debates on conflicts in the mining sector within the EU to raise the profile of counter-narratives based on local supply chains, sufficiency and social engagement.
UFZ’s study came just weeks after a major new report by Deloitte
buying cheap battery cells from Asia was not a long-term solution for sovereign European battery production.
Photo: Gécamines",full,,dom_or_structured_full_text,https://www.batteriesinternational.com/news/eu-sidelining-sustainability-in-scramble-for-battery-materials/,Batteries International,电池,无,2026-08-14T22:23:35+00:00,,,,,error,,glm-5.2,2026-08-14,Z.AI returned an empty text response
CIP energy projects fund tops $3bn as latest BESS comes online – Batteries International,2026-08-14,"Copenhagen Infrastructure Partners has closed its Growth Markets Fund II at $3 billion, on the heels of starting up its latest BESS facility in the UK. CIP announced the closing of GMF II on August 14. The fund targets large-scale energy infrastructure projects in 15 markets across Eastern Europe, Asia and Latin America. GMF II is nearly triple the size of the first vintage and has already committed around $1.6 billion across nine investments including commissioning of a standalone battery project in Chile and starting construction on Mexico’s first large-scale solar and BESS projects. Niels Holst, partner and co-head of growth markets funds at CIP, said the company had been successful in attracting a diverse group including sovereign wealth funds and pension funds. Meanwhile, on August 12, CIP announced the start of commercial operations of Coalburn 1 in Scotland — a 500MW, two-hour duration BESS, which the company said is currently the largest operational battery in Europe. CIP said the lithium ion BESS will play an important role in strengthening the flexibility and resilience of the UK power system and supporting the continued integration of renewable energy generation. Coalburn 1 is part of CIP’s expanding portfolio of UK energy infrastructure investments. It is one of three transmission-connected BESS assets developed by CIP in Scotland. Together, Coalburn 1, Coalburn 2 and Devilla will provide 1.5GW of power capacity and 3GWh of energy storage. The post CIP energy projects fund tops $3bn as latest BESS comes online appeared first on Batteries International .",full,,rss_full_content,https://www.batteriesinternational.com/news/cip-energy-projects-fund-tops-3bn-as-latest-bess-comes-online/,Batteries International,电池,无,2026-08-14T22:23:37+00:00,,,,,error,,glm-5.2,2026-08-14,Z.AI returned an empty text response
CATL strengthens BESS market grip with 3GWh ContourGlobal supply deal – Batteries International,2026-08-14,"Energy Storage, News
Read Later
ContourGlobal CEO Antonio Cammisecra with LB Tan, CATL's CCO and co-president of sales and marketing
British power generation firm ContourGlobal has signed a 3GWh BESS supply deal for projects in the UK, Greece and Chile with China’s CATL — further consolidating the Asian battery giant’s grip on the international market.
ContourGlobal, which confirmed the deal on August 10, said it marked the first bundle agreement between the two companies and gives it flexibility to align supply as it develops it battery storage portfolio.
Technology at the core of the agreement is a containerised liquid-cooling integrated BESS built around CATL’s large-format LFP cells. The bundle covers a total of 526 containers each rated at 5.64MWh, all configured for four hours of continuous discharge.
The supply agreement covers three recently announced projects: a 500MW / 2,000MWh stand-alone BESS project in Scotland (marking the company’s entry into the UK market), a 100MW / 400MWh facility in Greece and a hybrid project in Chile, which combines 131 MWp PV coupled with 90MW / 360MWh of battery storage.
ContourGlobal said construction of the Chile and Greece projects is already underway, while the Scotland facility is in advanced development.
In addition, the company has a 1.6GW BESS parc under development in Italy, which falls outside the scope of the CATL deal.
Financial details of the agreement were not disclosed, but the partners said CATL’s technology will support BESS installations with its proprietary cell-degradation management system that continuously monitors and mitigates the ageing of each cell.
ContourGlobal said this marks the first use of the tech within its portfolio and brings to its fleet a set of design features including integrated liquid-cooling architecture and built-in fire detection and suppression architecture. This ensures stable operation across a wide range of temperatures and mitigating thermal propagation.
CATL will also take back and recycle units at the end of their useful life, in line with European regulatory requirements.
All of the BESS projects will be equipped to support future grid stability services, including grid-forming functionality where required by system operators.
Although grid-forming services are not yet fully recognised or remunerated under most current regulatory frameworks, the partners said the technology is already designed to enable them as markets evolve.
Antonio Cammisecra, CEO of ContourGlobal, said: “Beyond equipment supply, we are establishing a standardised utility-scale BESS platform across multiple countries, enabling consistent engineering, testing, commissioning and long-term asset management.
“By harmonising technical requirements and project execution practices, we reduce delivery risk, accelerate project deployment and create a scalable model for continued growth of our storage business.”
ContourGlobal, which is backed by international investment firm KKR, is an independent power producer operating across the US, Latin America, Europe and Africa.
The company manages a diversified portfolio of nearly 6GW of renewable generation, flexible thermal power and battery energy storage assets, including 3GWh of operating BESS projects across Europe and the Americas. They include a 202MW / 500MWh stand-alone BESS in Bulgaria, one of the largest in Eastern Europe and in Chile — where the company is operating 2.5GWh of BESS across hybrid projects in the Atacama Desert.
Earlier this year, CATL
the equivalent of $5 billion in a share placement in Hong Kong, pledging to use the cash boost to accelerate construction of new energy projects overseas.
The announcement came just weeks after CATL
reported
near 40% year-on-year growth in global lithium battery sales for 2025.
Photo: ContourGlobal",full,,dom_or_structured_full_text,https://www.batteriesinternational.com/news/catl-strengthens-bess-market-grip-with-3gwh-contourglobal-supply-deal/,Batteries International,电池,无,2026-08-14T22:23:39+00:00,,,,,error,,glm-5.2,2026-08-14,Z.AI returned an empty text response
Carlyle-backed Revera kickstarts work on £500m 1GW BESS parc in Scotland – Batteries International,2026-08-14,"Revera Energy has broken ground for its first facility in a planned £500 million ($678 million) 1GW battery storage parc in Scotland. Revera, backed by global investment firm Carlyle, launched site works for its a 200MW / 400MWh Windyhill BESS, northwest of Glasgow, on August 6. The battery chemistry to be used at Windyhill was not specified, but Revera said it represents the first project in the firm’s Scottish BESS portfolio to move into construction. Commercial operations are scheduled for early 2028. The others are Hunterston (400MW / 800MWh) and Kincardine (400MW / 800MWh). Together, the three represent nearly 1GW / 2GWh of capacity. Windyhill reached financial close in February 2026. Windyhill’s technology partner is GE Vernova, with Mitie serving as delivery partner on site. Energy trader Danske Commodities will provide route-to-market services once the facility is operational. Ron Kiecana, acting head of Revera UK and operating partner at Carlyle said: “I’m excited for what lies ahead as we work toward a full gigawatt of storage under construction across Scotland by the year’s end.” Scotland has been at the centre of increasing focus for BESS development, as reported by Batteries International in recent months. In December 2025, the European Marine Energy Centre announced it had successfully completed the first demonstration of tidal power, vanadium flow battery storage and hydrogen as a fully integrated energy system in Scotland’s Orkney islands. Last January, Matrix Renewables said Tesla would design, build and commission a 500MW / 1GWh BESS in Scotland, marking Matrix’s first standalone BESS project in the UK. Matrix is a renewable energy platform created and backed by global alternative asset manager TPG. Most recently, China’s CATL signed a 3GWh BESS supply deal with British power generation firm ContourGlobal for projects including a 500MW / 2,000MWh stand-alone BESS in Scotland — marking the company’s entry into the UK market. The post Carlyle-backed Revera kickstarts work on £500m 1GW BESS parc in Scotland appeared first on Batteries International .",full,,rss_full_content,https://www.batteriesinternational.com/news/carlyle-backed-revera-kickstarts-work-on-500m-1gw-bess-parc-in-scotland/,Batteries International,电池,无,2026-08-14T22:23:41+00:00,,,,,error,,glm-5.2,2026-08-14,Z.AI returned an empty text response
Neptune-Fraunhofer start new phase of lithium project in Germany – Batteries International,2026-08-14,"Germany’s Neptune Energy and Fraunhofer IEG have launched a fresh pilot phase to demonstrate they can extract lithium from deep water in the country — and play a potential future role in Europe’s EV battery materials supply chain. Neptune said on August 13 it aims to extract lithium from thermal water — naturally heated groundwater enriched with minerals — at depths of 3,000-4000 metres, with an estimated resource of more than 40 million tonnes of lithium carbonate equivalent (LCE). The energy company is working on the second pilot phase in the northern Altmark region, to test different adsorbent materials for future industrial use, following an evaluation of various technologies for direct lithium extraction (DLE). The pilot unit, developed in collaboration with Fraunhofer IEG, enables the extraction of lithium in an oxygen-free environment, with a processing capacity of up to 1,000 litres of thermal water per day. Lithium is dissolved in brine at depths between 3,000-4,000 metres, Neptune said. This brine is found in the fine pore spaces of rock — from which the company plans to produce the brine via wells and extraction using DLE. Now various adsorbent materials will be tested and evaluated over the coming months in a pilot unit for DLE developed in collaboration with Fraunhofer IEG. Evonik Catalysts, which was selected to supply the adsorbent material for the first test phase, is supporting the pilot programme by providing on-site application and process expertise. Adsorbents are designed to selectively adsorb (attract) lithium ions from the brine. The lithium is then desorbed (separated) from the adsorbent, producing a solution with a high lithium content — lithium chloride. This can be processed in further steps to produce battery-grade lithium carbonate or lithium hydroxide monohydrate, which is the raw material for the European battery and electric mobility industry. Joachim Sluet, midstream manager and head of pilot projects at Neptune Energy, said last year’s first pilot phase investigated various DLE technologies available to assess their suitability for the conditions in the Altmark region. “Following tests using ion-exchange and adsorption processes, adsorption technology proved to be the most promising for the conditions in the region.” Axel Wenke, director of new energy and business development, said: “This brings us another step closer to industrial-scale lithium production from the Altmark region.” The post Neptune-Fraunhofer start new phase of lithium project in Germany appeared first on Batteries International .",full,,rss_full_content,https://www.batteriesinternational.com/news/neptune-fraunhofer-start-new-phase-of-lithium-project-in-germany/,Batteries International,电池,无,2026-08-14T22:23:42+00:00,,,,,error,,glm-5.2,2026-08-14,Z.AI returned an empty text response
Who is Leading Discussions on SCM at Supply Chain LIVE?,2026-08-14,"Who is Leading Discussions on SCM at Supply Chain LIVE?
Prioritise Us
on Google
Learn about supply chain management at Supply Chain LIVE: The London Summit
Join us for a critical panel discussion on supply chain management at Supply Chain LIVE: The London Summit, with industry experts sharing insights
The way supply chains operate is consistently changing, with
ongoing volatility
changing priorities and strategies.
Organisations are having to do more with less cost, with an aim of meeting efficiency and resilience at the same time.
The supply chain is also undertaking a widespread technological transformation, with more organisations turning towards AI and automation, as well as digital systems.
Join leaders at Supply Chain LIVE to hear about the most innovative transformation projects and the strategies experts are using to
drive resilience
Secure your ticket
Straight from the experts
Supply Chain LIVE: The London Summit, co-located with Manufacturing LIVE, Procurement LIVE and Sustainability LIVE, is taking place on 8-9 September in the QEII Centre, London.
Leaders across the industry will gather to share their insights, in focussed panels, firesides, keynotes and workshops. Attendees will also be able to take part in networking activities and ask questions from those leading significant transformation projects.
Supply Chain LIVE will feature a panel on
Supply Chain Management
, exploring how organisations are developing customer-focused supply chains, agility and resilience. Leaders will delve into the technology and the forward-thinking strategies they are implementing.
Attend the Supply Chain Strategy Forum to hear the discussion.
The Supply Chain Strategy Forum:
9 September
12:15-13:00 BST
Location:
Supply Chain Stage
Secure your ticket
Meet the speakers
James Rosengren, Global Supply Chain - Value Creation and Sustainability, Mars Snacking at Mars
James Rosengren, Mars Snacking will be joining us at Supply Chain LIVE: The London Summit
As the Global Supply Chain Lead for Value Creation and Sustainability at Mars Snacking, James operates within supply chain, sales, digital transformation, finance and sustainability. He works to guide teams as they make strategic decisions which boost profit and positive environmental impact.
Much of his work has centered around network optimisation, profitability analytics and end-to-end value chain transformation.
""Whether you're in pharmaceuticals, mining, FMCG, or another sector entirely, we're all navigating uncertainty, increasing complexity, sustainability expectations and rapid technological change,"" James told Supply Chain Digital.
""Events like this create a great opportunity to learn from leaders facing similar issues through a different lens.""
Kenny Otto, Head of Supply Chain Management, Royal Papworth Hospital at NHS Foundation Trust
Kenny Otto, Head of Supply Chain Management, Royal Papworth Hospital, NHS Foundation Trust
Kenny has a rich career history of working across multinational supply chains, having worked across the UK, Tanzania, Kenya, Ireland and South Sudan. Throughout this, he has played a critical role in sourcing, inventory management, last-mile deliveries and administration.
This has given him a strong understanding of managing relationships and using data to ensure supply chain success. In an industry as critical as
healthcare, supply chain
management is critical – Kenny understands precisely how to leverage the available assets in order to achieve success.
Süleyman Nezih Kocaman, Senior Director, Global Supply Chain at Pladis
Suleyman Nezih Kocaman, Senior Director, Global Supply Chain at Pladis
Süleyman has a focus on shaping the global manufacturing and supply chain strategy across his network, with operations spanning across numerous regions. He works to create greater resilience, efficiency and long-term growth across supply chains.
""I am particularly looking forward to exchanging experiences, hearing different perspectives and discussing how organisations are building
more agile, resilient
and digitally enabled supply chains for the future,"" he told Supply Chain Digital.
Abdelaziz Salah, VP Supply Chain International Family Care & Professional at Kimberly-Clark
Abdelaziz Salah, VP Supply Chain International Family Care & Professional at Kimberly-Clark
For more than 20 years, Abdelaziz has worked across the end-to-end supply chain and manufacturing industry. Throughout this time, he has become well-tuned to supply chain transformation strategies and skills which boost industry excellence.
In his career, he has restructured business strategies, driven resilience and increased profitability throughout his organisations.
Sonya Bhonsle, Global Director of Corporates at CDP
Sonya Bhonsle, Global Director of Corporates at CDP
With a 17-year long career at CDP, Sonya has led the supply chain program and the company's corporate engagement strategy. She leads worldwide strategic activity, with a strong focus on sustainability and
risk management
Sonya can offer critical insights on sustainability and AI within supply chain operations as a way to make valuable organisational transformation.
To hear from these leaders about how to manage supply chains in today's uncertain world,
secure your tickets now
Company portals
Kimberly-Clark
Royal Papworth Hospital, NHS Foundation Trust
Executives
Abdelaziz Salah
VP Supply Chain International Family Care & Professional
James Rosengren
Operations Transformation
Kenny Otto
Head of Supply Chain Management
Sonya Bhonsle
Global Director of Corporates
Suleyman Nezih Kocaman
Senior Director, Global Supply Chain",full,,dom_or_structured_full_text,https://supplychaindigital.com/news/who-is-leading-discussions-on-scm-at-supply-chain-live,Supply Chain Digital,综合媒体,关键原材料/矿产,2026-08-14T22:24:35+00:00,产业经济与组织 > 产业服务 > 供应链、贸易与专业服务,产业经济与组织,供应链、贸易与专业服务,"[{""path"":[""产业经济与组织"",""产业服务"",""供应链、贸易与专业服务""],""path_text"":""产业经济与组织 > 产业服务 > 供应链、贸易与专业服务"",""confidence"":0.9,""reason"":""新闻核心是供应链管理行业峰会的议程与专家讨论，直接落入供应链管理与行业峰会、专业服务领域。""}]",classified,2026-08-14T23:02:37.537045+00:00,glm-5.2,2026-08-14,
