title,published_at,content,url,source_name,domain,sub_domain,crawled_at
"‘Halt African lithium exports to support home-grown battery sectors’, says bank chief – Batteries International",2026-07-11,"Lithium, News
‘Halt African lithium exports to support home-grown battery sectors’, says bank chief
–  July 10, 2026 05:12 pm BST
Afreximbank's George Elombi (right) with South African trade minister Mpho Parks Tau at a trade deal signing in June 2026
The head of the African Export-Import Bank has urged the continent’s leaders to choke off supplies of battery raw materials such as lithium to other countries and instead power homegrown African EV battery industries.
Afreximbank president and board chairman George Elombi said on July 2 that Africa’s economic sovereignty can only be achieved by industrialising at scale — processing its own resources and securing financing to develop batteries “on its own terms”.
Elombi’s call came just weeks after
Batteries International
a warning by UN scientists that mining critical minerals such as lithium and cobalt to power ‘clean energy’ systems and meet climate goals was fuelling severe, hidden environmental and health crises in African and other nations.
“Africa’s sovereignty will not be secured by exporting more of what we do not process,” Elombi said.
“It will be secured when we build the industries that turn African resources into African value. But industrialisation requires capital, and that capital must be accessible on terms that are fair, evidence-based and reflective of Africa’s true potential.”
Elombi did not specifically name lithium or other battery materials, but he told a media roundtable event in Nigeria that Africa could no longer rely on a development model built around extraction and export of raw materials and importing finished goods.
He also called on international financial organisations to ensure “proper assessments” of African institutions and urged leaders and institutions to work together to ensure that African funds held outside the continent are repatriated to support the region’s development.
Meanwhile, Elombi said industrialisation will only deliver sovereignty if African goods can move across African markets. Afreximbank will continue reducing barriers that make it difficult for African businesses to trade with one another.
“Capital, industry and trade must work together. Africa must finance its production, process its resources and move its goods across its own markets. That is how we create value, retain value in Africa and build sovereignty that is practical, not theoretical.”
Elombi’s remarks echoed Afreximbank’s ‘African Trade Report 2026’, released in June 2026, in which the bank warned the continent’s continued role as a supplier to the international battery supply chain was to the detriment of African nations.
The report said Africa must position itself strategically within emerging global green value chains, including EVs, green hydrogen and battery technologies. “This would enable the continent to move beyond its traditional role as a supplier of raw materials and participate more actively in high value, future-oriented industries.”
Rather than responding passively to external shocks, governments should strengthen regional industrial policies, coordinate trade and investment strategies, and develop early-warning and response systems for geopolitical and supply chain disruptions, the report said.
A separate study released in June by the UN Conference on Trade and Development
global demand for lithium is set to rise by more than 340% by 2040 as the global transition to clean energy technologies increases pressure on critical mineral supply chains.
UNCTAD said the Democratic Republic of the Congo accounted for 74% of global cobalt mine production in 2025.
Photo: Afreximbank",https://www.batteriesinternational.com/news/halt-african-lithium-exports-to-support-home-grown-battery-sectors-says-bank-chief/,Batteries International,电池,无,2026-07-12T14:53:17+00:00
Eni-Seri joint venture breaks ground on Italian LFP battery and BESS hub – Batteries International,2026-07-11,"Energy Storage, News, Other Chemistries
Eni-Seri joint venture breaks ground on Italian LFP battery and BESS hub
–  July 10, 2026 05:08 pm BST
Brindisi ground-breaking ceremony
Eni Storage Systems broke ground at an industrial site in Italy on July 6 for a new BESS assembly plant and manufacturing hub for lithium iron phosphate batteries.
Eni Storage, which is majority owned by Eni Industrial Evolution (51%) and the Seri Industrial Group (Fib), said the Brindisi site — where preliminary activities were
last year — will host an integrated Italian and European LFP hub mainly dedicated to stationary BESS systems.
The project envisages a total production capacity of 16GWh per year by 2030 (half in Brindisi and half at Fib’s Teverola plant in Italy) — which the company said is equivalent to more than 10% of the European market for stationary energy storage systems.
The development plan includes building a plant for the production of battery cells and modules together with a BESS assembly plant. The assembly facility will be able to assemble battery modules also supplied by Fib’s Teverola factory.
In the second phase of development, the site will also host production of LFP cathode active material and battery recycling to serve the Brindisi and Teverola gigafactories.
The ground-breaking ceremony was attended by Italy’s minister for enterprises and ‘made in Italy’, Adolfo Urso.
Eni chief operating officer Giuseppe Ricci said: “This investment will establish an innovative local value chain capable of generating employment and strengthening strategic autonomy from non-EU markets, while reducing emissions without compromising competitiveness.”
released last month by EUROBAT said lithium is set to remain the dominant battery tech over the next decade ― but lead batteries are forecast to remain the second strongest technology.
The European battery trade association, which released the fourth edition of its Battery Innovation Roadmap in Brussels on June 17, said lithium was expected to account for about 80% of the market (around 6TWh).",https://www.batteriesinternational.com/news/eni-seri-joint-venture-breaks-ground-on-italian-lfp-battery-and-bess-hub/,Batteries International,电池,无,2026-07-12T14:53:19+00:00
CATL invests in bio-graphite battery tech innovator CarbonScape – Batteries International,2026-07-11,"Lithium, News, Other Chemistries
CATL invests in bio-graphite battery tech innovator CarbonScape
–  July 10, 2026 05:05 pm BST
Chinese battery giant CATL has made an undisclosed investment in CarbonScape to support commercial scale-up and deployment of battery-grade graphite from forestry residues.
New Zealand-founded CarbonScape says its proprietary process converts forestry by-products into battery-grade graphite suitable for lithium ion battery applications.
Under the partnership, announced on July 7, CATL will pool its expertise in industrial battery manufacturing and commercialisation with CarbonScape’s novel bio-graphite technology.
The deal means CATL along with Lochpine Capital — a Hong Kong-based energy market investor — is now a strategic shareholder in CarbonScape. Investment details were not disclosed, but CATL will have representation on CarbonScape’s board.
The partners aim to bring commercial bio-graphite production online by the end of the decade and target auto firms, policymakers and others looking for low-carbon, locally sourced and cost-competitive anode materials for the US and European graphite supply chain.
Other CarbonScape investors include Stora Enso, one of the world’s largest forestry groups.
CarbonScape chief commercial officer Vincent Ledoux-Pedailles said graphite was the forgotten giant of the battery supply chain.
“It is the single largest material in every EV battery by volume, yet the majority of that supply is oil based. What we have built at CarbonScape is the only proven pathway to produce battery-grade graphite from forestry residues, at target cost parity with conventional graphite and with a carbon-negative footprint.”
CarbonScape says graphite represents up to 50% of the battery cell. Each EV contains roughly 50kg-100kg of graphite, more than lithium, nickel, and cobalt, making it one of the most critical materials for the energy transition, the company said.
Oscar Luo, CATL executive president, said CarbonScape’s technology represents a breakthrough in material science. “We are excited to support this pioneering effort — one that aligns with the vision of a zero-carbon future by redefining how critical materials are sourced and produced.”",https://www.batteriesinternational.com/news/catl-invests-in-bio-graphite-battery-tech-innovator-carbonscape/,Batteries International,电池,无,2026-07-12T14:53:20+00:00
Public-Private Collab Boosts Nuclear Power for Space Exploration,2026-07-11,"City Labs and SpaceX collaborate on BOHR satellite launch, showcasing nuclear power for space exploration and deep-space missions where batteries alone aren't enough.
July 10, 2026
City Labs announced the successful launch of its BOHR (Betavoltaic Orbital High-Reliability) satellite aboard SpaceX Transporter-17.
Courtesy of JHVEPhoto/iStock Editorial / Getty Images Plus
City Labs announced the successful launch of its BOHR (Betavoltaic Orbital High-Reliability) satellite aboard SpaceX Transporter-17. According to Space X, Transporter-17 was a specialized rideshare mission designed for small satellites. The flight carried a total of 81 payloads, including CubeSats, microsatellites, hosted payloads, and orbital transfer vehicles that carried eight of those payloads to be deployed later.
The BOHR mission showcases
’ NanoTritium betavoltaic technology, which provides continuous, long-duration electrical power independent of solar energy. This innovation has the potential to redefine spacecraft capabilities, enabling persistent operations in environments where traditional power systems fall short, such as deep space, permanently shadowed lunar regions, and autonomous sensor networks.
“This is a historic step for commercial nuclear power in space,” stated Peter Cabauy, CEO of City Labs. “BOHR demonstrates that safe, compact, and regulatory-approved nuclear power systems are ready for routine commercial deployment. This capability enables persistent, always-on payload operations that are not constrained by sunlight or battery life.”
Which Battery Company Will Supply Which Carmaker in 2026?
City Labs’ BOHR satellite. Courtesy of City Labs.
City Labs’ achievement builds on years of innovation and collaboration, including its previous work in betavoltaic power solutions for terrestrial applications.
Battery Technology
previously covered
City Labs’ efforts
to harness tritium’s beta decay for long-lasting energy sources in IoT devices. The company’s NanoTritium battery, developed in collaboration with University of Michigan professor David Blaauw, offers a compact, durable, and maintenance-free power solution for ultra-low-power IoT devices. These batteries are designed to operate in extreme conditions, addressing challenges related to battery replacement and long-term device operation. This expertise in betavoltaic technology has now been extended to space applications, demonstrating the versatility and scalability of City Labs’ innovations.
Traditional power comes with challenges. For example, solar panels, while effective in many scenarios, are constrained by sunlight availability. And lithium-ion batteries, on the other hand, are limited by their finite energy storage and require replacements or recharging.
On the other hand, nuclear power offers an exciting solution to these challenges. Systems like City Labs’ NanoTritium betavoltaic technology could provide long-lasting, maintenance-free energy that is independent of environmental conditions. This makes nuclear power ideal for applications such as deep-space probes, lunar exploration, and autonomous sensor networks. The BOHR satellite demonstrates the feasibility of deploying nuclear power systems in commercial space missions, setting a precedent for future innovations.
Battery Swapping Products Drive Innovation in Construction
Rendering of City Labs’ BOHR. Courtesy of City Labs.
The success of the BOHR mission highlights the critical role of public-private partnerships in advancing nuclear power for space. As City Labs stated, their achievement was made possible through collaboration with key stakeholders, including government agencies, research institutions, and regulatory bodies.
Government agencies:
City Labs received support from the Department of War (DoW) under the Operational Energy Innovation (OE-I) Directorate’s Operational Energy Capability Improvement Fund (OECIF). Additionally, the company benefited from contracts with the Air Force Research Laboratory (AFRL), AFWERX, NASA, and SpaceWERX under the Small Business Innovation Research (SBIR) program. These funding mechanisms enabled City Labs to develop and refine its NanoTritium technology, ensuring its readiness for space applications.
Research institutions:
Sandia National Laboratories played a pivotal role in the regulatory approval process for the BOHR mission. As a trusted authority in US nuclear launch authorization, Sandia provided independent validation and technical leadership, ensuring the safety and compliance of City Labs’ nuclear power systems. This collaboration underscores the importance of research institutions in bridging the gap between innovation and implementation.
Regulatory bodies:
The Federal Aviation Administration (FAA) issued its affirmative payload authorization for the BOHR mission on September 30, 2025, marking a key regulatory milestone. This approval was made possible through the pathway for nuclear launch authorization outlined in National Security Presidential Memorandum-20. City Labs’ successful navigation of this complex regulatory process sets a precedent for future commercial nuclear missions.
SoftBank’s Zinc-Halogen Batteries Challenge LFP in AI Data Centers
The BOHR satellite is more than just a technological achievement; it is a symbol of what is possible when public and private entities work together toward a common goal. As NASA’s Artemis program pushes human presence back to the Moon and commercial operators seek long-duration missions beyond low Earth orbit, the demand for power systems that operate independent of sunlight is growing.
Nuclear power offers a solution to this challenge, enabling persistent operations in extreme environments. By demonstrating the feasibility of safe, compact, and regulatory-approved nuclear power systems, City Labs has opened the door to new possibilities in space exploration.
Maria Guerra
Senior Editor-Battery Technology, Informa Markets
Maria L. Guerra is a Senior Editor at
Battery Technology
, blending her engineering background with a passion for technology journalism. She holds a Bachelor of Science in Electrical Engineering from Universidad Metropolitana in Caracas, Venezuela, and a Master of Science in Electrical Engineering from NYU Tandon School of Engineering.
Guerra's career spans power systems engineering, oil & gas consulting, and technical writing and editing. She worked for several years at Kellogg, Brown & Root Ltd. (KBR) in the UK, conducting power system studies and providing technical support for offshore and onshore projects. During her internship at Pequiven S.A. in Venezuela, she trained neural networks using MATLAB (Kohonen Map) to estimate electrical circuit variables for oil wells (e.g., voltage, current, and power).
In addition to her engineering roles, Guerra worked as a freelance technical editor, refining complex technical content for clarity and accuracy. She later became a Power/Analog Editor at
Electronic Design
, covering advancements in the semiconductor market, focusing on power/analog electronics systems.
Battery Technology
, Guerra now delivers in-depth coverage of battery manufacturing, EV advancements, energy storage systems, and the evolving landscape of critical minerals and second-life batteries. She is passionate about uncovering the stories that shape the future of electrification, from cutting-edge battery innovations to policy shifts driving sustainable energy.
Guerra is also a member of
The Battery Show North America Advisory Board
, where she contributes her expertise to advising on industry trends and speaker selection for The Battery Show North America, while helping to shape discussions on battery technology and electrification. She was part of the award-winning Battery Technology team recognized with a
Neal Award for Best Coverage of the 2024 Election
Neal Award for Best Explanatory Content
in 2026 for her coverage of battery breakthroughs.
Maria Guerra is based in Brooklyn, NY, and can be reached at
[email protected]
See more from
Maria Guerra",https://www.batterytechonline.com/battery-applications/public-private-collaboration-advances-nuclear-power-for-space-exploration,Battery Tech Online,电池,无,2026-07-12T14:53:41+00:00
This Week's Top Five Stories in Supply Chain,2026-07-11,"This Week's Top Five Stories in Supply Chain
Prioritise Us
Supply Chain Digital takes a look at the top five stories from this week, including Amazon's sustainability report and a supply chain acquisition
As part of its plan to accelerate its logistics offer, CMA CGM has agreed to acquire FedEx Supply Chain from FedEx Corp for a fee of US$1.4bn.
The deal is set to finalise at the end of the year, subject to regulatory approval.
Operating as a key subsidiary of the CMA CGM Group, CEVA Logistics is set to triple its North American presence, which reinforces a 25-year commitment to investment in the US market.
Amazon published its 2025 sustainability report, documenting operational changes from the past year. The report details how the company has adapted its infrastructure to support business growth while implementing new technologies across its facilities.
For the third consecutive year, Amazon matched all electricity used in its global operations with renewable energy. The company's carbon-free energy portfolio now includes 712 projects with a total capacity of 42GW.
This expansion in
renewable energy capacity
corresponds with the company's data centre growth. In 2025, Amazon added more data centre capacity than any other company to meet demand for its AWS and AI services.
The company has invested in X-energy, a developer of small modular reactors, which as a result could add 5GW of new nuclear energy to the US grid by 2039.
Global logistics is moving towards a more sustainable future, with more organisations electrifying their fleets or using lower-emission fuels.
Demand for sustainability across supply chains – particularly logistics – has meant that organisations are taking a closer look at their operations, but many do not know where to begin.
GXO Logistics
, one of the world’s largest pure-play contract logistics providers, has published
The Future of Transport
report, exploring how UK drivers are approaching this change.
The last mile is a crucial final step in logistics, being the part which customers can see.
For logistics companies, their last-mile capabilities could be the barrier to them gaining repeat customers – if their options are lacking or they result in delays, the delivery service may leave the customer looking elsewhere.
In a world of constantly
emerging innovations
, FarEye is working to redefine the industry.
Leading supply chains face a more volatile environment than ever, with tariffs, geopolitical unrest and technological disruption on a scale never seen before.
To remain ahead of disruption, networks are required to assess operations regularly and to prioritise resilience and agility to keep operations streamlined.
We take a look at what the leaders in our sector have been doing over the past year and why learning from a global audience can benefit your network.",https://supplychaindigital.com/news/this-weeks-top-five-stories-in-supply-chain-11-july,Supply Chain Digital,综合媒体,关键原材料/矿产,2026-07-12T14:54:16+00:00
Another state adds a way to report reckless e-bike and e-scooter riders,2026-07-11,"| Jul 11 2026 - 2:06 am PT
As communities across the US continue grappling with the rapid rise of electric bikes and scooters, one Oregon sheriff’s office is introducing a new tool designed to help identify trouble spots before someone gets hurt.
According to a report from
, the Washington County Sheriff’s Office has updated its online traffic complaint form with a new category specifically for reporting unsafe e-bike and e-scooter activity.
The move comes after deputies saw a noticeable increase in dangerous riding behavior, particularly among younger riders during the summer months. Captain David Huey explained that complaints have included riders traveling in the middle of traffic, speeding, performing wheelies in roadways, and even throwing objects at passing vehicles.
Rather than simply creating another place for neighbors to vent, the sheriff’s office says the reporting tool is intended to help identify patterns. Residents can submit the location, time, and description of incidents, along with photos if available, allowing deputies to determine where education campaigns or targeted enforcement may be most effective.
Officials say discussions about the new reporting option began months ago as concerns over reckless riding continued to grow. It’s a move we’ve seen before in similar moves, such as
a program in Colorado
encouraging locals to report bad riding behavior to the authorities.
Neighborhood leaders have welcomed the additional reporting option, though some remain skeptical about how much enforcement will ultimately be possible. In one local community, residents have reported damage to landscaping and irrigation systems caused by riders cutting through common areas.
The challenge, according to the sheriff’s office, is that many complaints involve behavior that’s difficult to enforce after the fact unless deputies witness it firsthand. By collecting reports over time, the department hopes to build a clearer picture of where problems are concentrated.
The agency also emphasized that the online form is intended for non-emergency complaints. Dangerous situations requiring immediate police response should still be reported by calling 911.
The approach reflects a growing trend among cities and counties trying to balance the enormous transportation benefits of e-bikes with the reality that a small percentage of irresponsible riders can create outsized safety concerns. As e-bike adoption continues to accelerate, it wouldn’t be surprising to see more jurisdictions introduce similar reporting tools to address dangerous behavior without penalizing the vast majority of riders who use their bikes responsibly.
Subscribe to Electrek on YouTube for exclusive videos
and subscribe to the
Micah Toll is a personal electric vehicle enthusiast, battery nerd, and author of the Amazon #1 bestselling books
DIY Lithium Batteries
DIY Solar Power,
The Ultimate DIY Ebike Guide
The Electric Bike Manifesto
The e-bikes that make up Micah’s current daily drivers are the
$999 Lectric XP 2.0
$1,095 Ride1Up Roadster V2
$1,199 Rad Power Bikes RadMission
$3,299 Priority Current
. But it’s a pretty evolving list these days.
Best $999 electric bike ever!
Great e-bikes at great prices!",https://electrek.co/2026/07/11/another-state-adds-a-way-to-report-reckless-e-bike-and-e-scooter-riders/,Electrek,电池,EV,2026-07-12T14:55:01+00:00
"China could produce more batteries than global demand by 2030, says US think tank - pv magazine Global",2026-07-11,"Markets & Policy
China’s battery cell manufacturing capacity could exceed projected global demand by 2030, according to a new Carnegie Endowment report, which recommends selective cooperation with Chinese companies to reduce supply chain risks.
Markets & Policy
Energy Storage
Image: JinkoSolar
China’s battery manufacturing capacity could surpass projected global demand by 2030, according to a new report from the Carnegie Endowment for International Peace.
The report projects Chinese cell production capacity of between 5,862 GWh and 6,720 GWh by the end of the decade, compared with expected global demand of 4,000 GWh to 5,100 GWh.
The report estimates that battery cell manufacturing capacity across Organisation for Economic Co-operation and Development (OECD) countries will reach about 1,881 GWh by 2030, with a potential maximum of 2,422 GWh. Emerging markets including India and Indonesia are expected to account for an additional 217 GWh.
The study said China’s cost advantage continues to underpin its competitiveness. In Europe, Chinese-made nickel manganese cobalt (NMC) battery cells are priced 10% to 27% below locally produced alternatives, while lithium iron phosphate (LFP) cells are 24% to 50% cheaper. Chinese battery exports exceeded $6 billion per month in 2025, with Europe receiving nearly half of shipments.
The report identifies LFP batteries as the largest supply chain vulnerability for Western economies, noting that the chemistry now accounts for about half of the global lithium-ion battery market, driven by electric vehicles and battery energy storage systems (BESS). It estimates that about 98% of global LFP production capacity is located in China.
The authors also warned that sodium-ion batteries could follow a similar trajectory, with commercial-scale manufacturing currently concentrated almost entirely in China. By contrast, they said OECD economies hold stronger positions in next-generation silicon-anode and lithium-metal battery technologies.
The report said stationary energy storage is becoming an increasingly important source of battery demand as renewable energy deployment and electricity consumption from data centers continue to grow. It added that wider adoption of sodium-ion and lithium-metal batteries could reduce European demand for graphite by about 25.6% and cobalt by 8.7% by 2035, while increasing lithium demand by about 5.4%.
Rather than advocating full supply chain decoupling, the Carnegie Endowment recommended selective cooperation between OECD economies and Chinese companies through joint ventures and industrial partnerships, particularly in segments where alternative suppliers remain limited. It also called for coordinated industrial policies across the United States, Europe, Japan and South Korea, alongside greater support for sodium-ion manufacturers outside China and increased use of automation, digital twins and artificial intelligence to improve manufacturing efficiency.
View author posts",https://www.pv-magazine.com/2026/07/11/china-could-produce-more-batteries-than-global-demand-by-2030-says-us-think-tank/,pv magazine,综合新能源,光伏、氢能、储能,2026-07-12T14:55:21+00:00
Study finds heatwaves cause hourly losses of up to 90% in PV plants in Iberian peninsula - pv magazine Global,2026-07-11,"Research & Development
Researchers in Portugal found that Iberian heatwaves can cause sharp but short-lived PV yield losses, mainly during peak temperature hours due to module heating and inverter derating.
Pilar Sánchez Molina
Research & Development
Utility-scale
Image: pv magazine / AI generated
Scientists from the
University of Évora
in Portugal have analyzed the performance of three photovoltaic plants in Spain and Portugal during four extreme heat events recorded between 2024 and 2025. They found that heatwaves can cause significant yield losses concentrated during the hottest hours of the day, while also exposing limitations in conventional methods used to forecast PV energy production.
High temperatures reduce the efficiency of crystalline silicon modules by around 0.3% to 0.5% for each degree Celsius above 25 C. During heatwaves, module temperatures can exceed 70 C, accelerating the degradation of encapsulants, cables, and other components, while also triggering thermal derating in inverters.
In the study “
Analysis of photovoltaic power plant resilience under Iberian heatwaves
,” published in the
International Journal of Climate Change Strategies and Management
., the researchers explained they analyzed hourly production data from three PV plants: Zebro in Portugal (37.06 kW), Ariza in Zaragoza, Spain (15 kW), and Amibil, also in Zaragoza (64.5 kW).
The researchers compared production data with meteorological information from the ERA5-Land reanalysis dataset, which was validated using a weather station installed alongside the Amibil plant. The comparison showed strong agreement, with correlation coefficients of up to 0.95 for air temperature and 0.98 for global horizontal irradiance (GHI), confirming the suitability of ERA5-Land for the analysis.
The team examined four heatwaves officially identified by Spain’s AEMET and Portugal’s IPMA weather agencies: two in Spain (July–August 2024 and June 2025) and two in Portugal (August 2024 and May–June 2025). In addition to maximum temperatures, the researchers assessed heatwave intensity using cumulative hours above 35 C (DH35).
The 2024 events were found to be the most severe, with maximum temperatures reaching 39.4 C in Portugal and 38.9 C in Spain.
The results showed that yield losses were concentrated over a limited number of hours, coinciding with the highest module and inverter temperatures. The largest hourly decline in performance ratio (PR) reached 90.4% at the Amibil plant during the 2024 Spanish heatwave, while the largest daily loss was recorded at the Zebro plant, where output fell by 17.6% during the 2025 Portuguese heatwave.
However, the researchers noted that PV performance generally recovered on the same day or the following day once thermal stress decreased.
The study attributes the losses mainly to higher operating temperatures and inverter thermal derating rather than to the overall duration of heatwaves. Short periods of extreme temperatures outside officially classified heatwave periods were also found to cause comparable reductions in output.
A key part of the research involved comparing PVsyst simulations based on Typical Meteorological Year (TMY) data with simulations using actual ERA5-Land weather inputs. The authors found that relying exclusively on TMY datasets can systematically overestimate PV generation during extreme heat events.
To measure the difference, the researchers calculated Energy Not Served (ENS), defined as the gap between energy predicted using TMY data and the electricity actually produced. The largest discrepancies were observed at the Zebro plant during the second Portuguese heatwave, while the highest relative deviation occurred at Ariza during the 2025 Spanish heatwave.
According to the researchers, these findings show that typical meteorological years do not sufficiently capture the growing impact of extreme weather events on PV performance.
The authors conclude that the challenge for the European solar sector is increasingly shifting from maximizing annual generation to improving the resilience of PV installations against recurring production losses during periods of extreme heat.
Pilar Sánchez Molina
View author posts",https://www.pv-magazine.com/2026/07/11/study-finds-heatwaves-cause-hourly-losses-of-up-to-90-in-pv-plants-in-iberian-peninsula/,pv magazine,综合新能源,光伏、氢能、储能,2026-07-12T14:55:23+00:00
End-of-life solar module recycling unviable if material diversity is not considered - pv magazine Global,2026-07-11,"Markets & Policy
Researchers from Australia and Poland have collaborated on a study to determine the value of upcycling key materials from end-of-life panels such as aluminium, glass and solar cells with the express purpose of purifying the components for reuse in solar panel manufacturing.
Markets & Policy
Research & Development
Researchers from the
University of New South Wales
(UNSW), Gdansk University of Technology and Polish Academy of Sciences have collaborated to study the value of purifying key components from end-of-life solar panels ideally for reuse in new solar panel manufacturing.
The scientists, Olivia Bowen, Anna Kuczynska-Lazewska, Rong Deng and Jacek Kluska examinied the differences in solar panel composition between different models and manufacturers to initially evaluate the ability of the modules to be
“Decommissioned silicon solar panels were collected from across Australia. Some of the modules were taken from the field because of technical failure or system upgrades whilst the remaining panels were new panels donated to the study by solar manufacturers,” the scientists said.
The twelve modules made by German, Chinese, South Korean and US manufacturers were dismantled to take samples of the aluminium frame, glass, and solar cell from compositional analysis.
The study results, published in a paper titled “
Beyond assumptions: Experimental characterisation of end-of-life photovoltaic panels composition for recycling in Australia
,” found that despite variability in material composition among the different panels, the key components are all recyclable, though with important considerations.
They found aluminium frames are suitable for recycling, potentially saving significant primary energy costs, however, surface coatings containing high amounts of sulphur decrease purity and economic value.
The glass components meet the criteria for feedstock in new glass manufacturing, despite trace elements of antimony, lead, chromium, and iron.
“Antinomy, added to solar panel glass to enhance light transmission, is classified as a hazardous substance subject to regulatory limits. The study found that antinomy levels in solar panels can exceed threshold limits and consequently, recyclers may require special license and monitoring process to handle antimony-contained glass safely,” the study concludes.
Laminate analysis also showed high crosslinked ethylene-vinyl acetate (EVA) with low crystallinity levels (below 17%), indicating continued protective function even in end-of-life panels.
“Understanding EVA structure and crosslinking degree is also crucial for optimising delamination methods for future research. It would be beneficial to the delamination process if the EVA analysis were to be carried out before to determine the delamination approach,” the researchers said.
Lastly solar cell composition was found to vary significantly between the manufacturers, with an industry trend of decreasing silver content in more recent panels.
“The copper content also varied depending on the cell technology of the panel. This trend warns recyclers of potential decreases in future economic revenue, as
comprises up to 47% of a panel’s recoverable value,” they said.
The presence of lead and tin in all samples also highlighted a need for careful handling of hazardous materials, especially in wastewater disposal.
The study concluded variability between panels produced by different manufacturers could pose barriers to effective commercial recycling processes.
“The recyclability of each of the components depends heavily on the composition with both aluminium and glass being reduced in value as a result of contamination with various impurities,” the researchers said. “Observed trends in the reduction of silver content in newer panels will affect the recycling revenue and therefore recyclers need to be aware of the changing revenue potential of the process as more low silver content panels are recycled.”
Recycling glass was found to be “heavily dependent” on the glass not being contaminated with other metals, with the researchers warning that crushing or milling panels is likely to contaminate the glass with silver and copper reducing its value and potentially making the largest component of the panel non-recyclable.
Despite the variability between panels the researchers advise that simple mechanical removal of these components, “even disregarding the cell laminate would prevent large amounts of waste from going to landfill.”
The researchers hope their comprehensive, experimentally derived data can inform researchers and companies designing recycling processes as well as policy development, which they note at a federal level in Australia is absent.
The insights could optimise recycling strategies to assess the economic viability of recycling processes for the growing photovoltaic waste stream in
and similar markets.
View author posts",https://www.pv-magazine.com/2026/07/11/end-of-life-module-recycling-unviable-if-material-diversity-is-not-considered/,pv magazine,综合新能源,光伏、氢能、储能,2026-07-12T14:55:25+00:00
HIZEnergy presents PCS for C&I applications - pv magazine Global,2026-07-11,"Technology & Products
The Chinese company stated that the PCS-460K features a DC-side voltage range of 1,120–1,500 V and uses a liquid-cooling system.
Technology & Products
Commercial & industrial
The PCS-460K | Image: HIZEnergy
Chinese storage manufacturer
has unveiled a new power conversion system (PCS) directed at the European commercial and industrial (C&I) market. Named the PCS-460K, the system has a DC-side voltage range of 1,120-1,500 V and an output power of 460 kW.
“The 460kW liquid-cooled PCS operates on a 1500V battery platform and supports dual AC output voltages (690V and 800V), enabling direct AC coupling with photovoltaic inverters for cost-effective solar-plus-storage integration,” the company said in a statement. “It achieves a peak efficiency of 99.2% and European efficiency of 98.7%, positioning it among the highest-performing converters in its class.”
The PCS measures 1,050 mm x 267 × 970 mm and weighs 180 kg. It has an IP65 protection rating and liquid cooling. It can work at ambient temperatures ranging from -30 C to 60 C, maximum altitude of 4,000 m, and humidity of up to 100%.
“The PCS-460K demonstrates exceptional battery compatibility, supporting 587Ah, 628Ah, and 684Ah next-generation large-format cells, providing a future-proof solution for evolving storage needs,” the company added. “During the Munich exhibition, HIZEnergy signed three strategic cooperation agreements with European system integrators, project developers, and O&M service providers to accelerate market penetration across Germany, the Netherlands, Italy, Spain, and Austria.”
View author posts",https://www.pv-magazine.com/2026/07/11/hizenergy-presents-pcs-for-ci-applications/,pv magazine,综合新能源,光伏、氢能、储能,2026-07-12T14:55:27+00:00
