title,published_at,content,url,source_name,domain,sub_domain,crawled_at
Sumitomo Chemical aims to make solid-state batteries more affordable - electrive.com,2026-07-21,"Sumitomo Chemical is preparing for the series production of a new electrolyte for solid-state batteries. The halide-based material is intended to combine high performance with simpler and more cost-effective manufacturing.
Solid-state batteries promise higher energy densities and shorter charging times but have so far been considered complex and expensive to produce.
Image: Paul Scherrer Institut PSI/Mahir Dzambegovic
Sumitomo Chemical has developed a solid-electrolyte battery in collaboration with Kyoto University and Tottori University. The technology is based on halides and uses chlorine, among other elements. Sumitomo Chemical positions this material as an alternative to sulphide and oxide electrolytes. Sulphide electrolytes, in particular, are considered promising for solid-state batteries due to their high ionic conductivity. Sumitomo Chemical claims to have optimised the composition of its material to achieve comparable ionic conductivity, though the company has not yet provided specific figures.
The key advantage may lie in production. Sulphide electrolytes are sensitive to moisture and require tightly controlled manufacturing conditions. The new material is expected to be less demanding to process. According to Sumitomo Chemical, battery manufacturers could partially utilise existing lithium-ion battery production facilities and conditions. The goal is to achieve manufacturing costs on par with today’s high-performance lithium-ion batteries.
This could be particularly relevant for electric vehicles. Solid-state batteries promise higher energy density, shorter charging times, and improved safety. However, widespread adoption has so far been hindered by high costs and the challenges of scaling production. Sumitomo Chemical’s approach directly targets one of the main barriers to mass-market deployment in electric cars. The company is currently having the material evaluated by potential customers and plans to initially establish mass production in Japan. No timeline or planned production capacities have been disclosed yet.
Several companies in Japan are working towards commercialising the technology by 2027 or 2028. Toyota is collaborating with
Idemitsu Kosan on sulphide solid electrolytes
and with Sumitomo Metal Mining on cathode materials. Nissan aims to commercialise its own solid-state batteries by the fiscal year 2028.
This is increasingly giving rise to an industrial supply chain for solid-state batteries. However, Sumitomo Chemical’s halide electrolyte represents a different technological approach compared to the widely favoured sulphide systems. If the combination of high ionic conductivity, lower manufacturing requirements, and the use of existing production facilities is confirmed at an industrial scale, it could significantly reduce the cost of solid-state batteries and accelerate their mass-market adoption in electric vehicles.
about „Sumitomo Chemical aims to make solid-state batteries more affordable“",https://www.electrive.com/2026/07/21/sumitomo-chemical-aims-to-make-solid-state-batteries-more-affordable/,electrive,电池,电气化交通工具,2026-07-22T15:38:09+00:00
Cylib acquires Bavarian EV battery recycling facility - electrive.com,2026-07-21,"German battery recycler Cylib has acquired a mechanical processing facility in Bavaria with capacity for up to 10,000 tonnes of end-of-life EV batteries per year. The site will supply black mass to the company's hydrometallurgical recycling plant under construction in Dormagen.
Image: Cylib
Cylib is thus expanding its operations to cover the entire battery recycling chain from end-of-life batteries to recovered raw materials. The newly purchased facility has an annual processing capacity of up to 10,000 metric tonnes of end-of-life EV batteries and is expected to begin operations in the fourth quarter of 2026, subject to approval under Germany’s Federal Immission Control Act (BImSchG).
Cylib does not name the insolvent company, but it is likely to be Roth International.
As reported in 2022
, the latter was planning to a recycling facility in Wernberg-Köblitz and recently
filed for insolvency
Cyclib does confirm that the Bavarian plant will mechanically process end-of-life EV batteries into black mass, which will then be supplied to Cyclib’s hydrometallurgical recycling facility currently under construction in Dormagen, North Rhine-Westphalia. There, the material will be refined into battery-grade raw materials including lithium, graphite, nickel, cobalt and manganese.
The company says repurposing an existing industrial site reduces both the environmental impact and the time required to bring new recycling capacity online. Cylib expects to gradually ramp up operations in cooperation with authorities, equipment suppliers and customers, with full capacity targeted by the end of 2027.
Image: Cylib
Image: Cylib
Image: Cylib
“Cylib is built on a clear conviction: battery recycling has to be end-to-end, from the end-of-life battery to the high-quality critical raw material,” said Dr Lilian Schwich, Co-CEO and Co-Founder of cylib. “In our pilot plant we have demonstrated those end-to-end capabilities. In Dormagen we are building the high-quality material recovery end. With this acquisition we are now adding the end-of-life processing capability at large scale.”
The acquisition was completed through insolvency proceedings and includes the processing line, building and property. Cylib said it will recommission the previously decommissioned site under its own operational, environmental and safety standards while assuming full responsibility for its operation.
According to the company, the site gives Cylib direct access to Germany’s automotive manufacturing region and battery supply chains in southern Germany and Central Europe. It will also serve as the first node in the company’s collection and pre-processing network, securing feedstock for the Dormagen plant.
“Building large-scale processing capacity allows us to offer our customers and partners, including OEMs, tier-one suppliers, and battery manufacturers, even greater value and a more comprehensive service,” said Dr Gideon Schwich, Co-CEO and Co-Founder of cylib. “This acquisition is another step forward on our long-term roadmap. Bringing this site back into responsible operation is a task our team is fully committed to.”
about „Cylib acquires Bavarian EV battery recycling facility“",https://www.electrive.com/2026/07/21/cylib-acquires-bavarian-ev-battery-recycling-facility/,electrive,电池,电气化交通工具,2026-07-22T15:38:11+00:00
Study: Kia e-Niro leads battery health ranking after high mileage - electrive.com,2026-07-21,"A study by Swedish used EV retailer Carla suggests modern electric cars retain most of their battery capacity even after high mileage. Based on almost 10,000 battery tests, the analysis also highlights differences between models, battery chemistries and suppliers.
The ranking forms part of Carla’s Electric Vehicle Battery Study 2026. It compares average battery health across individual electric car models after more than 100,000 kilometres of driving. A total of 9,954 battery tests were carried out for the analysis in Sweden between 2022 and 2026 using diagnostics from Austrian battery specialist AVILOO. Carla says the dataset is one of the largest collections of battery health data from the Swedish used EV market.
Only models with a ‘sufficiently large number of battery tests’ were included to ensure meaningful comparisons, the EV retailer states.
The Kia e-Niro with the 64 kWh battery achieved the highest average battery health at 97.25%, followed by the Hyundai Kona Electric (64 kWh) at 97.18% and the Kia EV6 (77.4 kWh) at 95.95%.
Other leading models include the Volvo XC40 Recharge with the 69 kWh CATL battery at 94.70%, the Polestar 2 with the 78 kWh CATL battery at 94.35% and the BMW i3 with the 120 Ah battery at 93.77%. Tesla’s highest-ranked model was the Model 3 with the 60.5 kWh CATL LFP battery, recording 93.34%. The top 20 also includes the Audi e-tron 50 and 55, Skoda Enyaq iV, Volkswagen ID.3 and ID.4, Tesla Model S, Model X and Model Y, and the Audi Q4 e-tron.
According to Carla, several of the highest-ranked models still retain between 95% and 97% of their original battery capacity after more than 100,000 kilometres. The company says this indicates lower degradation than many buyers expect and supports the view that modern EV batteries generally offer long service lives.
The study also found that battery chemistry and cell supplier can significantly influence long-term battery health. Comparing different battery versions of the Tesla Model 3, Carla found that the variant with CATL’s LFP batteries retained an average of 93.3% battery health, ahead of versions using LG Chem cells at 91.5% and Panasonic batteries at 89.8% and 88.2%, depending on the battery pack.
Carla says the findings highlight the value of battery testing when assessing used electric vehicles. While battery condition should be considered alongside mileage, age and equipment, the company concludes that many of the most common EVs on the Swedish used car market continue to show high battery health after years of operation.
Further analyses covering battery health by brand, degradation over mileage and the prevalence of severely degraded battery packs are due to be published later this summer.
(in Swedish)
about „Study: Kia e-Niro leads battery health ranking after high mileage“",https://www.electrive.com/2026/07/21/study-kia-e-niro-leads-battery-health-ranking-after-high-mileage/,electrive,电池,电气化交通工具,2026-07-22T15:38:13+00:00
"NatPower, Tesla set sights on 100GWh+ in BESS deal for Europe – Batteries International",2026-07-21,"Energy Storage, Lithium, News
NatPower, Tesla set sights on 100GWh+ in BESS deal for Europe
–  July 21, 2026 09:38 am BST
Deal includes initial 25GWh+ of BESS capacity
Energy projects developer NatPower and Tesla have agreed a multi-year deal targeting the potential construction of more than 100GWh of BESS systems across European markets.
An initial five projects under the deal are planned for Italy and the UK — covering more than 25GWh of capacity — to be owned and operated by NatPower.
Tesla will provide its Megapack battery tech in addition to other services, including financial, engineering, procurement and construction, under the terms of the agreement announced on June 23.
Aggregate construction value across the full scope of the agreement is estimated at $4-5 billion and revenues expected from projects is set to exceed $15 billion over 20 years.
The partners said BESS systems will be delivered and allocated through a coordinated system that directly links production, financing and execution on a multi-country basis — claimed to be the first time at this scale — “moving beyond an opportunistic and local approach”.
Key areas of focus include manufacturing capacity reservation, grid access and connection, permitting and regulatory compliance, financial structure and execution scheduling and timeline management.
“The agreement goes beyond the supply of technology alone, establishing an integrated structure combining electrical infrastructure, industrial capacity and advanced energy trading models, which provide the flexibility and certainty required to finance and deliver projects of NatPower’s scale.”
NatPower manages its operations from five main offices across Asia, Europe and the US. CEO Fabrizio Zago said his company and Tesla had established an ecosystem that enables alignment between capital and execution, and that can be replicated across multiple markets.",https://www.batteriesinternational.com/news/natpower-tesla-set-sights-on-100gwh-in-bess-deal-for-europe/,Batteries International,电池,无,2026-07-22T15:38:25+00:00
Rich Botts and Jessica Parnell join Eagle Oxide – Batteries International,2026-07-21,"Lead, News, People
Rich Botts and Jessica Parnell join Eagle Oxide
–  July 21, 2026 09:36 am BST
Rich Botts has been appointed director of operations at Eagle Oxide Services, the company announced on July 17.
The announcement came after Eagle announced on July 1 that Jessica Parnell had joined the firm as project manager.
Botts, who has more than three decades of experience in lead acid battery manufacturing and maintenance, was most recently with Hammond Lead Products and previously at Pratt Industries.
Eagle said his background includes extensive experience with Barton oxide systems, ball mills, red lead and litharge production, combustion systems, melt pots, hammer mills, and both mechanical and pneumatic material handling systems.
He also holds technical certifications in welding and electrical work, giving him a practical, hands-on perspective that complements his leadership experience.
Meanwhile, Jessica Parnell will help manage customer projects from planning through execution, supporting the company’s commitment to quality, innovation, and on-time delivery.
Eagle said Parnell brings more than 18 years of manufacturing and project leadership experience from Honda’s car production facility in Indiana.
Throughout her career, she has led project, production, and quality teams of more than 200 employees while helping oversee the successful launch of new vehicle programmes.
Parnell’s experience includes managing new model vehicle weld programs and serving as technical-stage project lead for Honda’s R&D team, where she played a key role in coordinating new vehicle development.
Eagle said that her background in complex manufacturing environments and cross-functional project management is a natural fit for the company as it continues to expand its global customer base.
On Botts, Eagle CEO Eric Holtan, said: “Rich understands this industry from the ground up. His experience and technical knowledge make him an excellent addition to our leadership team, and we’re excited about the value he’ll bring to Eagle and our customers.”
Holtan said Parnell’s experience leading large-scale manufacturing projects and driving collaboration across multiple teams will strengthen the firm’s ability to execute projects efficiently and continue providing exceptional service to its customers.",https://www.batteriesinternational.com/news/rich-botts-and-jessica-parnell-join-eagle-oxide/,Batteries International,电池,无,2026-07-22T15:38:27+00:00
7 Battery-Powered Machines Transforming Construction & Mining,2026-07-21,"July 21, 2026
Start slideshow
Hitachi’s Full Battery Dump Truck running while charging
Hitachi Construction Machinery
For more than a century, diesel engines have powered excavators, haul trucks, and loaders on construction sites. Diesel-based engines offered the torque, range, and refueling speed that heavy equipment needed, so mine operators built entire sites around this power source. Unfortunately, operators’ reliance on diesel created many drawbacks. Diesel exhaust filled underground tunnels with heat and particulates, engine noise limited work near hospitals and schools, and fuel became one of the largest recurring expenses on any job site or mine.
Battery technology has advanced significantly enough in recent years to challenge diesel’s superiority among heavy machinery. Lithium-ion and lithium-iron-phosphate battery packs now deliver enough power density to move hundred-ton machines. At the same time, megawatt-scale chargers and battery-swapping systems reduce the downtime that once made electrification impractical for continuous mining operations. Equipment makers have also begun retrofitting mine infrastructure with trolley lines and dedicated charging posts to support these larger battery packs.
Navigating the Hybrid Shift
Over the last few years, heavy equipment manufacturers have developed and deployed battery-powered machinery to customers around the world. Fortescue, BHP, and Rio Tinto have all begun field trials of battery-electric haul trucks in Australia's Pilbara region, while Hitachi demonstrated a full battery dump truck to mining customers at a Zambian copper mine. Now, manufacturers are moving from single-machine trials to fleet-scale orders as mine operators pursue emissions targets set for the end of the decade.
We've put together a list of seven battery-powered machines transforming construction and mining sites. Read on to learn about the haul trucks, excavators, and loaders leading that change.
Start slideshow
Jake Hertz is an Electrical Engineer, Technical Writer, and Public Relations specialist for the electronics and semiconductor industries. He holds an M.S. and B.S. in EE and has designed electronics for top brands, including MakerBot, UltiMaker, Hyundai, and AT&T. He is also an analyst for the TechInsights Microprocessor Report and an alumnus of the Goldman Sachs 10KSB program.
Jake's communication business,
NanoHertz Solutions
, works with industry leaders, including NXP Semiconductors, Renesas, Synopsys, Analog Devices, Infineon, and Texas Instruments. Writing services include whitepapers, application notes, blogs, and thought-leadership pieces. PR services include campaign development and securing high-visibility media placements for clients. To work with Jake,
contact him on LinkedIn
. You can see more of his work and services
See more from",https://www.batterytechonline.com/automotive-mobility/7-battery-powered-machines-transforming-construction-mining-sites,Battery Tech Online,电池,无,2026-07-22T15:38:49+00:00
Startups Pitch Investors to Transform the Battery Industry,2026-07-21,"Startup pitches at NSF Investor Day showcase battery innovations driving sustainability, high-performance materials, and domestic supply chain resilience.
July 20, 2026
Investor Day spotlights the next generation of energy storage startups emerging from the NSF Energy Storage Engine in Upstate New York ecosystem.
Courtesy of Maria Guerra.
Dr. Fernando Gomez, Director of Translational Entrepreneurship at NSF Energy Storage Engine, welcomed attendees to Cornell Tech, saying, “Welcome to Cornell Tech. For those of you who are here for the first time, I hope you enjoy the beautiful campus…If you're an investor, you're going to see amazing companies pitch, and I hope you go and talk to them, understand their businesses.”
Meera Sampat, CEO of the NSF Energy Storage Engine, followed with an overview of the engine’s mission to accelerate battery innovation, strengthen domestic manufacturing, and drive economic
growth in upstate New York
. She highlighted key achievements, including mobilizing 60 partners, funding 15 startups, and raising $20M in follow-on funding. “Together, all of us here in this room have the opportunity to build America's battery tech capital right here in New York,” she emphasized.
Investor Day
featured a showcase of 13 startups, each with 7 minutes to pitch their groundbreaking technologies. From advanced anode materials to sustainable recycling solutions, the event offered a glimpse of the future of energy storage. As Sampat noted, “These startups are not just solving today’s challenges—they’re building the foundation for a more sustainable and energy-efficient tomorrow.”
Breaking Down the Limits of Solid-State Battery Performance
The event underscored three major trends driving the future of energy storage:
Sustainability
: Startups like Amel Energy and Bridge Green Upcycle are prioritizing environmentally friendly solutions, addressing the urgent need for sustainable materials and processes.
High-performance materials
: Companies such as Tyfast Energy and Elementium Materials are pushing the boundaries of battery performance, enabling faster charging, longer lifespans, and greater energy density.
Domestic supply chain resilience
: With a focus on U.S.-based manufacturing and sourcing, startups like Fermi Energy and Molhill Inc. are strengthening the domestic battery supply chain to reduce reliance on foreign materials.
1. Battery manufacturing with PFAS-free binder:
Derrick Maxwell, PhD, CEO of
, delivered a pitch that addressed one of the most pressing challenges in battery manufacturing, which is the reliance on toxic solvents and PFAS-based materials. “Most of us don’t realize that the batteries we carry around every day are made with hazardous chemicals,” Maxwell began, highlighting the environmental and regulatory risks associated with traditional processes and the importance of removing toxic solvents and PFAS in cathode manufacturing.
Learn How an iPhone Battery Is Manufactured
Derrick Maxwell, PhD, CEO of Amel Energy. Courtesy of Maria Guerra.
Amel Energy’s innovative solution replaces these harmful materials with a non-toxic, biofermented solvent derived from corn and a
PFAS-free binder
, both sourced domestically. This approach not only avoids regulatory hurdles but also offers significant cost savings—up to 2x for the solvent and 10x for the binder. Maxwell emphasized the scalability of their solution, noting that it’s a true drop-in replacement that requires no changes to existing manufacturing equipment. “We’re designing this platform to be compatible with all cathode materials and conductive carbons, ensuring seamless adoption for manufacturers,” he explained.
Having already achieved Technology Readiness Level (TRL) 5, Amel Energy is now targeting TRL 7 or 8 as they expand their R&D operations in New York State. With two pending patents, successful pilot tests, and over $900,000 in grants, Amel Energy is targeting the US defense industry as a beachhead market; the company projects significant cost reductions for gigafactories. Amel Energy is seeking $3 million in seed funding to scale operations, build out their team, and further develop their innovative solutions, with a vision to transform battery manufacturing into a sustainable and cost-effective industry.
Video Explores Why US Battery Manufacturing Lags Behind China—And What It Will Take to Catch Up
2. High-performance batteries for heavy-duty platforms
: GJ la O', CEO and Co-founder of
, introduced the company’s lithium vanadium oxide (LVO) anode technology, which aims to address the limitations of traditional lithium-ion batteries in heavy-duty applications. Designed for industries like mining and defense, Tyfast’s batteries are engineered to handle high power demands, extreme conditions, and continuous operation.
Tyfast is using LVO anode technology. Courtesy of Maria Guerra.
A key innovation is the addition of vanadium to the anode. “Vanadium oxide-based chemistries have five times lower expansion than graphite, faster lithium transport, and operate at a higher voltage,” la O’ explained. These properties result in longer cycle life, faster charge and discharge rates, and improved safety, even in extreme temperatures. According to the CEO, in mining, the technology enables electric trucks to operate 24/7, saving over $1 million annually in fuel costs, while in defense, it supports rapid charging and high-power discharge for applications like directed energy systems.
Tyfast has secured $3 million in private funding and $12 million in federal and state awards, with three patents granted. The company is raising $10 million to establish an industrial pilot line and advance toward commercialization. “We’re building a novel technology to electrify the toughest jobs on the planet,” la O’ concluded.
Startups like the ones participating in the NSF Energy Storage Engine’s Investor Day at Cornell Tech exemplify the groundbreaking advancements in sustainability, high-performance materials, and domestic supply chain resilience, underscoring the critical role these trends will play in shaping the future of energy storage.
These innovations, combined with the collective efforts of the NSF and its partners, are driving progress toward a more sustainable, energy-efficient, and resilient future. As New York State solidifies its position as a leader in battery technology, the NSF’s commitment to fostering innovation and economic growth will play a crucial role in advancing the battery industry within the state while simultaneously strengthening the US domestic battery supply chain.
Maria Guerra
Senior Editor-Battery Technology, Informa Markets
Maria L. Guerra is a Senior Editor at
Battery Technology
, blending her engineering background with a passion for technology journalism. She holds a Bachelor of Science in Electrical Engineering from Universidad Metropolitana in Caracas, Venezuela, and a Master of Science in Electrical Engineering from NYU Tandon School of Engineering.
Guerra's career spans power systems engineering, oil & gas consulting, and technical writing and editing. She worked for several years at Kellogg, Brown & Root Ltd. (KBR) in the UK, conducting power system studies and providing technical support for offshore and onshore projects. During her internship at Pequiven S.A. in Venezuela, she trained neural networks using MATLAB (Kohonen Map) to estimate electrical circuit variables for oil wells (e.g., voltage, current, and power).
In addition to her engineering roles, Guerra worked as a freelance technical editor, refining complex technical content for clarity and accuracy. She later became a Power/Analog Editor at
Electronic Design
, covering advancements in the semiconductor market, focusing on power/analog electronics systems.
Battery Technology
, Guerra now delivers in-depth coverage of battery manufacturing, EV advancements, energy storage systems, and the evolving landscape of critical minerals and second-life batteries. She is passionate about uncovering the stories that shape the future of electrification, from cutting-edge battery innovations to policy shifts driving sustainable energy.
Guerra is also a member of
The Battery Show North America Advisory Board
, where she contributes her expertise to advising on industry trends and speaker selection for The Battery Show North America, while helping to shape discussions on battery technology and electrification. She was part of the award-winning Battery Technology team recognized with a
Neal Award for Best Coverage of the 2024 Election
Neal Award for Best Explanatory Content
in 2026 for her coverage of battery breakthroughs.
Maria Guerra is based in Brooklyn, NY, and can be reached at
[email protected]
See more from
Maria Guerra",https://www.batterytechonline.com/design-manufacturing/startups-pitch-investors-to-transform-the-battery-industry,Battery Tech Online,电池,无,2026-07-22T15:38:52+00:00
Delta & Shell Aviation Sign 5-Year SAF Supply Chain Deal,2026-07-21,"Delta & Shell Aviation Sign 5-Year SAF Supply Chain Deal
Prioritise Us
Delta Air Lines and Shell Aviation forge five-year partnership to scale sustainable aviation fuel infrastructure across five major US airports
Delta Air Lines and Shell Aviation have entered a five-year agreement to expand sustainable aviation fuel distribution across multiple US airports through 2030. The collaboration targets the creation of infrastructure and logistics networks needed to scale sustainable aviation fuel (SAF) supply chains at commercial airports.
According to the companies,
sustainable aviation fuel
can cut emissions by 80% compared to traditional jet fuel.
The partnership between Shell Aviation and Delta will focus on building the operational capacity to transport, blend and distribute SAF across five major US hubs.
The agreement covers SAF supply operations at Los Angeles International Airport, Portland International Airport, John F Kennedy International Airport, Logan International Airport and Minneapolis-St Paul International Airport.
Shell Aviation will manage the logistics of transporting both neat and blended SAF to these facilities.
The companies plan to establish infrastructure for long-term SAF supply at each location. This could mean constructing blending facilities, storage systems and delivery mechanisms at airport sites.
""This collaboration delivers on today's fuel needs and tomorrow's aviation solutions,"" says Reema Bari, Head of Aviation Americas at Shell. ""By supplying conventional jet, SAF and longer-term innovation, the deal will help strengthen energy security and contribute to the
transformation of aviation
The partnership builds on prior work between the two organisations. Delta has increased its SAF procurement to more than 23 million gallons in 2025.
Shell Aviation will handle the movement of SAF from production facilities to airport locations. The company is working to solidify logistics, blending and
distribution capabilities
for what it describes as dependable supply.
This is about activating real supply chains at scale and creating a model that others can build on as we work across the industry to expand lower-impact travel
Amelia DeLuca, Chief Sustainability Officer at Delta
The approach includes transporting neat SAF and managing blending operations at distribution points. This could show how fuel supply chains must adapt to accommodate alternative aviation fuels alongside conventional jet fuel.
""Current instability and uncertainty have made one thing very clear to consumers and businesses alike, supply diversity matters,"" says Amelia DeLuca, Delta's Chief Sustainability Officer.
""With Shell, we're proving that scaling SAF isn't theoretical, it's achievable.""
""This is about activating real supply chains at scale and creating a model that others can build on as we work across the industry to expand lower-impact travel,"" Amelia adds.
Shell has invested in SAF production through partnerships with companies including EcoOils and LanzaJet. In addition to this, the company has secured long-term supply agreements with producers such as Montana Renewables and World Energy.
The Avelia platform, which uses
blockchain technology
, is part of Shell's infrastructure for managing SAF supply chains. The system could mean improved tracking of fuel sourcing and distribution across multiple supply chain participants.
Delta and Shell are evaluating next-generation SAF production pathways including alcohol-to-jet and power-to-liquid technologies. These production methods could require different logistics and distribution systems than current SAF variants.
The partnership combines Shell's fuel production and infrastructure operations with Delta's
procurement and operational requirements
. According to the companies, collaboration across the aviation value chain is necessary to commercialise SAF at scale.
Chief Sustainability Officer
Head of Aviation",https://supplychaindigital.com/news/delta-shell-aviation-ink-5-year-saf-supply-chain-deal,Supply Chain Digital,综合媒体,关键原材料/矿产,2026-07-22T15:39:30+00:00
Nintex: Using AI and Automation for Supply Chain Compliance,2026-07-21,"Nintex: Using AI and Automation for Supply Chain Compliance
Prioritise Us
Nintex has published a whitepaper, exploring the risk of unauthorised AI use and the need for greater compliance to ensure supply chain safety
Supply chains around the world have been transformed by AI – ten years ago, processes were all manual, relying on spreadsheets and workers handling a steady stream of urgent but repetitive tasks.
However, ongoing volatility and supply chain disruption has meant that these systems no longer work. As supply chains began finding themselves in a constant state of reaction, with changing regulations and complex relationship demands, other processes were needed.
AI entered the industry to transform efficiency, handling the repetitive and time-consuming tasks so the human workforce could focus on relationship-building and decision-making.
However, there have been concerns surrounding the acceleration of
and the increasing risk of data
attacks and security risks
A recent whitepaper by Nintex explores how enterprise automation is able to help drive responsible AI adoption, with a control over sensitive data and strong risk-management.
To find out more, read
the whitepaper
The technology is moving faster than people and organisations can adapt.
Keith Payne, APAC Regional Vice President at Nintex
Nintex is a process automation platform aiming to help businesses streamline workflows. In the era of AI adoption, but also AI fears, Nintex has published an enterprise guide, exploring how businesses can implement adoption without sacrificing supply chain control.
A common discovery that platforms are finding within businesses is that organisations are quick to implement AI and
automation across their workflows
, but they often fail to do so accurately. They are either applying it to the wrong software, focusing on the wrong tasks, using it as 'one size fits all model', or putting their enterprise at risk by not taking the proper precautions.
""It feels different with AI. It’s moving quickly. The pace is unprecedented. The technology is moving faster than people and organisations can adapt,"" Keith Payne, APAC Regional Vice President at Nintex told Forbes Australia.
What we then see is greater risk of cyber attacks and data breaches, complications to supply chain workflow, or higher costs without the benefit. Nintex aims to fix that with its whitepaper, exploring where organisations go wrong with their integration of the software and how businesses can accurately use it to see gains.
Core takeaways from the whitepaper are:
The report explores how organisations are being impacted by AI, stating, ""AI can have as many cons as pros, unless you set the stage for your AI initiatives with automation built for enterprises"".
To counteract the cons, Nintex uses its platform to future-proof
automation investments
, making sure it is governable and can respond to ongoing AI advancements. AI tools which cannot adapt mean that businesses who invest in them, will soon need to spend more money on modern tools. Nintex argues that flexibility is the key to staying secure when focusing on supply chain security.
Report findings
90% of employees already use AI tools, often without approval
40% of organisations have purchased LLM subscriptions
51% of enterprises use 100-300 SaaS solutions
Nintex reports that unauthorised use of AI is more widespread than employers realise – as employees look at ways to speed up processes, they are not waiting for subscriptions from their bosses. Instead, they are creating a visibility issue.
Leaders are no longer in control of the data, meaning there is no standardisation across operations. This puts the company at risk of inefficient privacy settings, too much data-sharing and more.
As a result, Nintex calls for a new strategy across enterprise automation, focusing on consistency and governance in order to protect organisation data and unlock full value from automation. This includes the automation of compliance features, such as audit trails, standardised data handling and embedded workforce rules.
Organisations need to ensure control and compliance of AI use within the
supply chain workflow
, in order to ensure connectivity and visibility throughout operations. This helps strengthen processes across the workflow, resulting in more resilience.
To find out more, read
the whitepaper
Regional Vice President, APAC",https://supplychaindigital.com/news/nintex-using-ai-and-automation-for-supply-chain-compliance,Supply Chain Digital,综合媒体,关键原材料/矿产,2026-07-22T15:39:32+00:00
UK Govt & BBB Target £100m Aerospace Supply Chain Gap,2026-07-21,"UK Govt & BBB Target £100m Aerospace Supply Chain Gap
Prioritise Us
The British Business Bank and UK Government are advancing plans for a £100m debt fund to help high-potential aerospace suppliers scale production
With order backlogs across the global aerospace sector reaching record highs, mid-tier manufacturers are finding conditions testing. The demand for next-generation aircraft is high, but securing the capital required to build production capacity remains difficult.
In response to this situation, the British Business Bank (BBB) has submitted a proposal to the UK Government to launch a £100m (US$131m)
aerospace supply chain debt fund
The initiative aims to bring together public funding, private capital and major industry original equipment manufacturers (OEMs), including Airbus, Rolls-Royce, GKN Aerospace and the trade association ADS.
Key Facts: £100m Aerospace Debt Fund
Fund Target & Structure: A proposed £100m (US$131m) debt fund blending public and private capital to provide non-dilutive working capital for established UK suppliers.
Strategic Partners: Developed by the British Business Bank alongside the UK Government, ADS, Airbus, Rolls-Royce, and GKN Aerospace.
Core Objective: Closes the scale-up finance gap by funding equipment, tooling and facility expansions needed long before contract revenues start.
Policy Alignment: Complements the UK Industrial Strategy, the Aerospace Growth Partnership (AGP) and existing R&D grants like the £975m (US$1.28bn) Aerospace Technology Institute (ATI) scheme.
If approved, the proposed fund will address the scale-up finance gap that could prevent Tier 2 and Tier 3 suppliers from expanding their output to meet global demand.
One of the biggest causes of cash flow friction for the mid-tier aerospace suppliers looking to scale up is the long programme development cycles necessary to do so. Upfront investments in specialised machinery, facility upgrades, tooling,
workforce upskilling
and stringent qualification processes must often be made years before revenue flows from prime contractors.
This means the length of time capital needs to be secured for is often extensive, and traditional commercial lenders can be reluctant to extend debt over these timelines. This leaves competitive suppliers undercapitalised at the exact moment OEMs demand higher delivery rates.
The suggested £100m (US$131m) fund will specifically be structured as a debt vehicle and not equity capital, which will allow established suppliers with secure contract pipelines to access
structured working capital
without diluting ownership or putting pressure on operational balance sheets.
“The continued success of the UK's aerospace sector depends on the capacity, resilience and competitiveness of the supply chain that sits behind it,” says Louis Taylor, CEO of the British Business Bank.
“This fund will help strengthen the aerospace supply chain by giving high-potential UK suppliers the capital they need to scale, invest and compete for future aircraft work.”
The funding proposition aligns with the Government's broader Industrial Strategy and the ambitions of the Aerospace Growth Partnership.
The combination of state backing and private capital will help to shore up domestic sub-tiers against both international competition and
supply chain disruptions
Louis Taylor, CEO of the British Business Bank
With direct involvement from organisations such as Airbus and Rolls-Royce, it shows that aerospace supply chain decision-makers also acknowledge that an OEM’s production rate is only as fast as its most constrained sub-tier supplier.
“By bringing together public and private sector investment, we can support a strategically important sector, back
high-value manufacturing jobs
and help more UK businesses play a larger role in global aerospace supply chains,"" Louis adds.
However, the proposal arrives during a broader political shift in the UK following the arrival of a new Prime Minister. Andy Burnham officially took office this week with a view of bringing the “biggest changes” to politics in 40 years, but industry leaders remain uncertain about his long-term policy commitments or stance on specific industrial investments.
As the UK Government and the BBB finalise the fund’s exact criteria and delivery routes, the focus for UK suppliers turns to speed-to-market. Non-dilutive scale-up capital could prove to be the critical catalyst required to convert rising aircraft demand into
, high-volume production.
Prime Minister of the United Kingdom
Chair, British Business Investment Services Ltd (SMF9)",https://supplychaindigital.com/news/uk-govt-bbb-target-100m-aerospace-supply-chain-gap,Supply Chain Digital,综合媒体,关键原材料/矿产,2026-07-22T15:39:35+00:00
