title,published_at,content,url,source_name,domain,sub_domain,crawled_at
"Lithium and lead to lead Europe’s battery tech race up to 2035, says new roadmap – Batteries International",2026-06-20,"Lead, Lithium, News, Other Chemistries
Lithium and lead to lead Europe’s battery tech race up to 2035, says new roadmap
–  June 20, 2026 02:40 pm BST
Erwin Marckx at EUROBAT's roadmap launch
Lithium is set to remain the dominant battery tech over the next decade ― but lead batteries are forecast to remain the second strongest technology, according to a major new report by EUROBAT.
The European battery trade association, which released the fourth edition of its Battery Innovation Roadmap in Brussels on June 17, said lithium is expected to account for about 80% of the market (around 6TWh).
According to the roadmap, lead acid will hold on to a stable market share of roughly 650GWh beyond 2035.
Meanwhile, sodium ion is identified as a key emerging technology that could potentially reach an 8% market share by 2035, competing directly with certain lithium applications.
The roadmap, presented by EUROBAT technical affairs and innovation manager Erwin Marckx, said nickel-based technologies are expected to maintain a stable presence in specific niche markets with specialised requirements.
Market growth is being fundamentally driven by electrification in transport and industry, as well as shifting geopolitical realities regarding supply chain resilience, Marckx said.
Innovation in lithium batteries is moving from LFP to LMFP, with high-nickel chemistries focused on high-energy density and solid-state batteries viewed as a long-term perspective.
Lead technology continues to evolve through advanced designs, including carbon technology, bipolar progress, and secure lead technology for telecommunications and UPS applications.
Sodium ion tech is moving into early commercial applications, particularly in stationary storage and light mobility, despite being more expensive than LFP.
Marckx said the European Battery Regulation is a primary driver for innovation, mandating lower carbon footprints, responsible sourcing, longer lifetimes and full circularity across all chemistries.
EUROBAT will publish the full technical annex of the roadmap online within the next three weeks and the association said its task force innovation experts will continue monitoring technology and market trends to ensure the roadmap remains updated.
The roadmap is entirely industry-driven, reflecting consensus and insights from battery manufacturers, system integrators, and associate members across the value chain, EUROBAT said.
The document is structured into two parts — a main document intended for policymakers and a full technical annex for the research community and technology developers.
A detailed review of the roadmap will be published later by
Batteries International",https://www.batteriesinternational.com/news/lithium-and-lead-to-lead-europes-battery-tech-race-up-to-2035-says-new-roadmap/,Batteries International,电池,无,2026-06-21T15:49:44+00:00
Former Clarios executive Rigby named COnovate CEO – Batteries International,2026-06-20,"Energy Storage, News, Other Chemistries, People
Former Clarios executive Rigby named COnovate CEO
–  June 20, 2026 02:37 pm BST
Craig Rigby, a former executive at Clarios, has been appointed president and CEO of battery materials developer COnovate.
The company said on June 17 that Rigby, who has been a member of COnovate’s board since 2022, had been appointed with immediate effect.
He succeeds Carol Hirschmugl, COnovate’s co-founder and CEO since 2016, who becomes CTO to focus on accelerating the company’s materials innovation, process development and technical roadmap.
Rigby, a seasoned engineering and business development executive, brings extensive experience in leading global teams, developing product strategies and shepherding technology-driven growth.
He held multiple executive leadership posts at Clarios (formerly Johnson Controls Power Solutions), including VP of technology.
During this time, he was pivotal in driving technology deployment, innovative business models, strategic partnerships and government engagement, COnovate said.
While at Clarios, Rigby also was on the board of Indian lead manufacturing major Amara Raja Battery (now Amara Raja Energy & Mobility) — leading engineering for a joint venture with French battery maker Saft and also on a number of industry and academic advisory boards.
Earlier in his career, Rigby played a key role in launching the first-generation hybrid vehicle at the Ford Motor Company.
Rigby said COnovate continued to focus on developing domestically produced next-generation anode materials that address critical performance and supply chain needs of the battery industry.
The company said its ‘eCOphite’ anodes provide a safer, higher-capacity alternative to graphite-based anodes in lithium ion batteries.
Derived from renewable, organic, US-sourced feedstocks, eCOphite anodes can serve as a full anode replacement or as a performance-enhancing additive alongside graphite, particularly in BESS applications using LFP cathodes, the firm claimed.",https://www.batteriesinternational.com/news/former-clarios-executive-rigby-named-conovate-ceo/,Batteries International,电池,无,2026-06-21T15:49:45+00:00
Banner plans ‘multi-million-euro’ investment to expand battery sales   – Batteries International,2026-06-20,"Banner plans ‘multi-million-euro’ investment to expand battery sales
–  June 20, 2026 02:32 pm BST
Banner's Linz plant in Austria
Global lead battery major Banner is to invest a “significant double-digit million-euro amount” in its facilities in Austria over the next four years.
The move is part of the firm’s ‘Agenda 2035’ business programme, announced on June 10, focusing on longer-term profitability, efficiency and growth beyond existing markets.
Banner said optimised processes and modern technologies are at the centre of its strategy ― buoyed by news last January that the firm had
two long-term battery supply contracts worth a total of €195 million ($231 million) in North American and European deals.
The company said its 2025/26 financial year was characterised by stability, strategic development and intensive transformation work. Sales, at 4.25 million units, were slightly higher than the previous year and above target.
At €311 million ($361 million), turnover reached a similar level to the previous financial year. However, the firm said the results showed it was holding its own in the challenging market environment of the European automotive industry. The international aftermarket showed particularly dynamic growth.
Now, the goal is to substantially expand automation and digital processes while securing the long-term competitiveness of production in Austria.
A key initiative is the implementation of SAP S/4HANA Public Cloud. At the same time, Banner said it is modernising machinery, infrastructure and operational processes.
Banner has also launched a new corporate design, still centred on its established bull motif, but enhanced to meet what the firm said is its ambition to give the Banner brand a clearer and modern presence as it charges ahead.
The company acknowledges that markets remain volatile and difficult to predict, but Banner’s leadership said there are clear opportunities and further growth potential in the international aftermarket business, new projects, and ongoing investments.
Secured capacity utilisation, high product quality, and a clear strategic direction provide a solid foundation for the company’s next steps, the firm said.
CEO Werner Töpfl said: “Banner must clearly differentiate itself from the competition through quality, customer proximity, speed and decisive action.”
Photo: Banner",https://www.batteriesinternational.com/news/banner-plans-multi-million-euro-investment-to-expand-battery-sales/,Batteries International,电池,无,2026-06-21T15:49:47+00:00
CBI launches EU battery roadmap with call for ‘made-in-Europe’ incentives – Batteries International,2026-06-20,"Energy Storage, Lead, News
CBI launches EU battery roadmap with call for ‘made-in-Europe’ incentives
–  June 20, 2026 02:29 pm BST
CBI chairman Christian Rosenkranz at the EU industry roadmap launch
Batteries made in Europe must become a strategic imperative ― underpinned by advanced lead technology ― to help meet the EU’s increasing demand for energy storage, say industry leaders.
The call came as the Consortium for Battery Innovation formally launched its EU roadmap for the industry in Brussels on June 16, after giving a
sneak preview
Batteries International
The roadmap, ‘Sustaining Europe’s battery powerhouse’, sets performance targets for the next wave of advanced lead batteries to be developed, manufactured and recycled in Europe.
CBI chairman Christian Rosenkranz, who is also VP of industry and governmental relations for EMEA at Clarios, told the launch the EU must create a level playing field for all battery chemistries and remain technology neutral to avoid falling behind.
“We have a real homegrown success story through the EU lead battery value chain and it’s important to protect what matters in terms of our industrial base by supporting all chemistries. If we don’t do this Europe risks falling behind, and that is something we cannot afford to do.”
Rosenkranz also called on EU policymakers to consider incentives like those available to manufacturers in the US, where tax credit schemes are used to boost domestic investment.
“We need to be more focused on boosting made in Europe if we’re to remain globally competitive,” he said.
CBI executive director Alistair Davidson, said: “Only by adopting a technology-neutral approach can Europe secure a competitive and sustainable battery ecosystem that’s fit for purpose in the coming decade.”
Advanced lead batteries ― vital in applications and industries from automotive and backup to defence and nuclear facilities ― are already developed in Europe, made in Europe and all lead batteries collected at end of life are recycled and used to make new batteries, Davidson said.
CBI said its members, including many leading battery manufacturers who attended the roadmap’s launch, had already met goals and targets set previously.
The latest roadmap, compiled by CBI’s senior technical director Matt Raiford and senior technical manager, Begum Bozkaya, sets new targets for increasing energy density and cycle life as well as better recharge capability.
Also read ‘Europe: not waving but drowning…’ ― exclusively on Batteries International.",https://www.batteriesinternational.com/news/cbi-launches-eu-battery-roadmap-with-call-for-made-in-europe-incentives/,Batteries International,电池,无,2026-06-21T15:49:49+00:00
US national labs become latest BCI members – Batteries International,2026-06-20,"Energy Storage, News
US national labs become latest BCI members
–  June 20, 2026 02:26 pm BST
Roger Miksad (left) at innovation award presentation to PNNL in 2025
Sandia National Laboratories and the Pacific Northwest National Laboratory (PNNL) have become the latest members of Battery Council International.
Both US national labs have joined the organisation under a new public benefit membership category, BCI president and executive director Roger Miksad told
Batteries International
Sandia is the nation’s premier science and engineering laboratory for national security and technological innovation, supplying science-based, systems-engineering solutions to the most challenging national security problems. Sandia’s energy storage research contributes state-of-the-art capabilities and world-class expertise to help realise the national benefits of energy storage technologies and advance critical science and engineering.
PNNL, a premier US Department of Energy research institution, advances chemistry, Earth sciences, data analytics, and biology to strengthen energy resilience, enhance national security, and further scientific discovery. Founded in 1965, PNNL is operated by Battelle and supported by the US Department of Energy Office of Science.
In 2024, the Consortium for Battery Innovation joined a three-year US programme, led by Sandia with the support of five other national labs, to highlight how advanced lead batteries could be deployed as part of a range of technologies for long duration energy storage projects.
In 2025, PNNL won BCI’s annual innovation
for its Grid Storage Launchpad (GSL). The GSL is a new US national capability for speeding up energy storage research: it brings all phases of battery development and deployment cycle under one roof, ranging from fundamental materials and device prototyping through to 100kW-400kW scale testing and validation.
Also last year, BCI announced that it had taken part in talks at PNNL focused on support for next-generation grid-scale battery storage tech.",https://www.batteriesinternational.com/news/us-national-labs-become-latest-bci-members/,Batteries International,电池,无,2026-06-21T15:49:50+00:00
Exide Technologies celebrates renewed ‘gold’ global rating for sustainability – Batteries International,2026-06-20,"Lead, Lithium, News
Exide Technologies celebrates renewed ‘gold’ global rating for sustainability
–  June 20, 2026 02:23 pm BST
Exide Technologies' range includes Sprinter Pure Power batteries
Exide Technologies has hailed a renewed gold award from global business sustainably rating provider, EcoVadis, as testament to the firm’s battery business.
The lead and lithium manufacturer said on June 12 the group had been re-awarded the EcoVadis Gold rating for 2026, confirming its continued commitment to strong sustainability performance.
The firm’s performance was assessed across areas including the environment, labour and human rights, sustainable procurement and ethics.
This distinction places Exide in the top 2% of over 150,000 companies assessed worldwide and in the top 1% within the battery manufacturing industry.
Exide said the reconfirmed rating reflects progress made across all evaluated sustainability areas. Since 2025, the company has improved its overall score, while maintaining its position among the top performers.
“Being re-awarded the EcoVadis gold rating reflects the continued dedication of our teams and our commitment to responsible business practices,” said Stefan Stübing, Exide’s CEO and president.",https://www.batteriesinternational.com/news/exide-technologies-celebrates-renewed-gold-global-rating-for-sustainability/,Batteries International,电池,无,2026-06-21T15:49:52+00:00
Wärtsilä unit to become part of new energy storage joint venture with RCT Solutions – Batteries International,2026-06-20,"Energy Storage, News
Wärtsilä unit to become part of new energy storage joint venture with RCT Solutions
–  June 20, 2026 02:20 pm BST
Wärtsilä ESS for Pivot Power in UK
Wärtsilä, the Finland-based technology group, is to establish a 50-50 joint venture with German engineering firm RCT Solutions for its global energy storage business.
Wärtsilä confirmed the deal on June 15, saying that new investors may join the joint venture at a later stage, which could reduce the ownership of the initial shareholders.
The new enterprise will include the Wärtsilä Energy Storage business, which is currently reported as a separate segment. The unit has been the smallest segment within Wärtsilä, with about 480 employees globally, net sales of €694 million ($796 million) and a profitability of 3.3% in 2025.
Wärtsilä said it will transfer net assets representing less than 5% of its total net assets into the joint venture.
RCT Solutions is a German engineering company, founded in 2012, with international expertise in solar and BESS. The company has led the engineering and establishment of several battery and solar manufacturing facilities worldwide, while one of the RCT companies has supported Wärtsilä Energy Storage as a key supplier for several years.
“This transaction offers an excellent opportunity for the Wärtsilä Energy Storage business to strengthen its competitiveness,” said Håkan Agnevall, president and CEO of Wärtsilä.
Peter Fath, CEO of RCT Solutions, who will become CEO of the joint venture, said: “By combining Wärtsilä’s proven technology, customer base and project expertise with RCT’s engineering capabilities, vertical integration knowhow and existing manufacturing initiative in the US, we are creating a foundation to succeed in the rapidly evolving energy storage market.
Closing of the transaction is expected in the third quarter of 2026 subject to various regulatory approvals and arrangement of a financing package.",https://www.batteriesinternational.com/news/wartsila-unit-to-become-part-of-new-energy-storage-joint-venture-with-rct-solutions/,Batteries International,电池,无,2026-06-21T15:49:54+00:00
QuantumScape agrees R&D deal with Honda for solid-state tech – Batteries International,2026-06-20,"News, Other Chemistries
QuantumScape agrees R&D deal with Honda for solid-state tech
–  June 20, 2026 02:15 pm BST
QuantumScape launched a solid-state battery pilot last February
US solid-state battery developer QuantumScape announced a joint battery research deal with auto giant Honda’s R&D arm on June 18.
The next-gen solid-state Li-metal battery tech developer said the agreement aims to use the firms’ combined expertise to accelerate its ‘QS’ battery platform.
The agreement includes a multi-year plan focused on solid-state battery development and associated manufacturing processes.
Honda has already completed a technology evaluation agreement with QS, which included what the partners say was an in-depth, hands-on technical study of QS’s solid-state tech as well as competitive benchmarking across a range of standard technical tests.
“QS technology demonstrated compelling and unique advantages during our evaluation,” said Atsushi Ogawa, COO at Honda R&D’s Research Center of Excellence.
“We see potential for QS technology to add value across a range of applications, including automotive, and we are excited to move forward into the next phase of our partnership.”
The agreement comes two years after QuantumScape and PowerCo, the battery subsidiary of Volkswagen Group, announced a deal to industrialise QuantumScape’s battery tech.
That was followed in February this year with the launch of pilot production at QuantumScape’s Eagle Line in Silicon Valley.
Eagle Line forms the blueprint for the ‘QS system’, QuantumScape said. The system incorporates the firm’s ‘Cobra’ process, described as a scalable method for producing the proprietary QS separator.",https://www.batteriesinternational.com/news/quantumscape-agrees-rd-deal-with-honda-for-solid-state-tech/,Batteries International,电池,无,2026-06-21T15:49:55+00:00
Nova Scotia eyes economic boost with lead battery rules change – Batteries International,2026-06-20,"Nova Scotia eyes economic boost with lead battery rules change
–  June 20, 2026 01:42 pm BST
Lead batteries 'support array of sectors including marine'
Nova Scotia has announced regulatory changes for the lead battery sector that will open the door for new economic opportunities, the provincial government has said.
Effective from June 10, lead battery manufacturing facilities only need an industrial approval instead of also being required to hold a Class II environmental assessment ― bringing the province into line with the rest of Canada.
Environment and climate change minister Timothy Halman said as well as aligning regulations across the country, the move paved the way for new economic opportunities in line with the province’s focus on sustainable prosperity.
“These types of projects can be done safely and responsibly via an industrial approval, one of our most robust environmental regulatory tools, and they align with our circular economy goals.”
The Nova Scotia government said it recognised the vast array of applications supported by lead acid technology, including marine and road vehicles, energy systems and telecoms, noting the batteries’ recyclability made them part of the circular economy.
Photo: Nova Scotia province",https://www.batteriesinternational.com/news/nova-scotia-eyes-economic-boost-with-lead-battery-rules-change/,Batteries International,电池,无,2026-06-21T15:49:57+00:00
"Hormuz, EV & Nestlé: Top Supply Chain News This Week",2026-06-20,"Hormuz, EV & Nestlé: Top Supply Chain News This Week
Prioritise Us
This week's top supply chain news includes whether Hormuz opening will stabilise supply, Europe's €200bn EV investment and Nestlé's sustainability plan
Supply Chain Stability as Strait of Hormuz Set to Reopen?
A framework agreement between the US, Israel and Iran could restore
access to the Strait of Hormuz
within weeks. The deal was announced on Sunday 14 June by Pakistani Prime Minister Shehbaz Sharif, who confirmed Washington and Tehran had agreed to end hostilities on all fronts.
The memorandum of understanding offers logistics managers a timeline for planning around one of the world's most critical shipping chokepoints.
The AI Innovations Driving Supply Chain Resilience
Global supply chains have undergone significant transformation in recent years, driven by the need to respond to ongoing geopolitical volatility. Traditional methods of supply chain organisation no longer hold up in today’s ever-changing environment.
A function which once relied on spreadsheets, emails and maintained its very own operational landscape, now needs to be adaptive and much faster.
According to GEP’s 2026 Outlook Report, 75% of respondents say that AI has exposed the limitations of legacy governance processes.
Inside Europe's €200bn Investment into EV Supply Chains
Countries in the European Economic Area and Switzerland have committed almost €200bn (US$232.7bn) to EV ecosystems. According to New Automotive, €109bn (US$127bn) of this targets the
battery supply
chain. The research group states that up to €46bn (US$53.5bn) has been allocated to public charging networks and €60bn (US$70bn) to manufacturing.
The battery supply chain remains
dominated by Chinese manufacturers
. According to the International Energy Agency (IEA), Chinese companies manufacture nearly 70% of the world's EV batteries and supply battery cells for more than 80% of EVs worldwide. China also controls a majority of the refining capacity for materials like lithium, with manufacturers including CATL and BYD leading production.
Inside Nestlé's Sustainable Supply Chain Dairy Plan
Dairy supply chains face pressure from multiple directions. Emissions targets, climate variability, labour availability and cost inflation all affect how milk reaches processors and consumers. Food manufacturers that rely on dairy ingredients must manage these factors while maintaining product quality and volume.
employs more than 270,000 people and operates a portfolio of more than 2,000 brands. The company was founded in 1866. Many of its products contain dairy ingredients.
The company has published its first Dairy Plan. According to Nestlé, the plan details how it works with 130,000 dairy farmers and more than 200 suppliers.
Schneider Electric: Top of Gartner's Supply Chain Rankings
Gartner's 2026 Global Supply Chain Top 25 rankings shine a light on some of the biggest global supply chain organisations, as well as the macro trends responsible for their success.
The standings were decided with a composite scoring system, which included a peer rating, along with revenue, change in ROPA, gross margin and ESG points among other factors.
As a result, making up the top three global supply chains were NVIDIA in second place and Walmart, which notably climbed 10 places year-on-year.",https://supplychaindigital.com/news/hormuz-ev-nestle-top-supply-chain-news-this-week,Supply Chain Digital,综合媒体,关键原材料/矿产,2026-06-21T15:50:47+00:00
